Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Deep learning for 5G and 6G,S. Ardabili; A. Mosavi; I. Felde,"National University of Public Service, Budapest, Hungary; John von Neumann Faculty of Informatics, Obuda University, Hungary; John von Neumann Faculty of Informatics, Obuda University, Hungary",2023 IEEE 17th International Symposium on Applied Computational Intelligence and Informatics (SACI),27 Jun 2023,2023,,,000711,000720,"Deep learning (DL) is a promising technology for enhancing the development of fifth generation (5G) and sixth generation (6G) mobile networks, as it can improve their capabilities, security, and performance. However, there are still significant challenges to be addressed in the implementation of DL techniques in these networks. To address these challenges, we conducted a systematic review of the literature on DL techniques in 5G and 6G applications following the PRISMA guidelines. The review was conducted in three stages: data collection, analysis, and reporting of primary findings. After evaluating and reviewing the databases, we found that hybrid DL and ensemble techniques show promise in optimizing 5G and 6G networks, given proper implementation. Finally, we discussed the open issues and challenges in this field. This review provides important insights into the potential of DL techniques in improving 5G and 6G networks, and it highlights the need for further research to overcome the remaining challenges. The results of this primary communication will be further developed and extended into a journal article.",2765-818X,979-8-3503-2110-4,10.1109/SACI58269.2023.10158628,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10158628,Deep learning;fifth generation networks;sixth generation;big data;telecommunications;communication;5G;6G;machine learning;mobile networks;networks;wireless;review;survery;PRISMA;ChatGPT;literature review,6G mobile communication;Deep learning;Systematics;5G mobile communication;Sociology;Security;Statistics,,2.0,,51.0,IEEE,27 Jun 2023,,,IEEE,IEEE Conferences
Channel Estimation Using CNN-LSTM in RIS-NOMA Assisted 6G Network,C. Nguyen; T. M. Hoang; A. A. Cheema,"SenComm Research Lab, School of Engineering, Ulster University, Belfast, U.K.; College of Engineering, Design and Computing, University of Colorado at Denver, Denver, CO, USA; SenComm Research Lab, School of Engineering, Ulster University, Belfast, U.K.",IEEE Transactions on Machine Learning in Communications and Networking,8 Jun 2023,2023,1.0,,43,60,"The combination of non-orthogonal multiple access (NOMA) and reconfigurable intelligent surface (RIS) technologies is proposed to meet the demands of data rate, latency, and connectivity in sixth-generation (6G) networks. The two techniques can support each other to increase the performance of the 6G system. In a RIS-aided system, channel estimation is a challenging problem, especially when applying passive RIS which has no signal processing. This paper proposes a deep learning (DL)-based channel estimation method using a convolutional long-short term memory (CNN-LSTM) model for RIS-NOMA wireless communication systems that integrate RIS and NOMA techniques. CNN-LSTM leverages both the benefits of convolutional neural network (CNN) as well as long-short term memory (LSTM), in which CNN can capture special features while LSTM can capture temporal features of time-series data. The simulation results indicate that the proposed CNN-LSTM model shows its robustness toward the variation of the RIS-NOMA system parameters, i.e., transmit signal-to-noise ratio (SNR), power allocation factor, and the number of RIS elements. The impacts of the RIS-NOMA system parameters on the prediction accuracy of the proposed DL-based channel estimation methods are evaluated via different performance metrics. The results reveal that the performance accuracy in terms of normalized root mean square error (NRMSE), coefficient of determination R-squared score (R2 score), mean absolute scaled error (MASE), and mean absolute percentage error (MAPE) increases with an increased transmit SNR, power allocation factor of the first user and the number of RIS elements. Additionally, the CNN-LSTM prediction performance shows its superiority as compared to those of the four benchmark models including the CNN1D-LSTM model using one-dimensional convolution layer (conv1D), CNN1D-BiLSTM model using bidirectional long-short term memory, CNN model and LSTM model.",2831-316X,,10.1109/TMLCN.2023.3278232,"Vice-Chancellor Research Scholarship, Ulster University, U.K; ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10129974,Channel estimation;CNN-LSTM;LSTM;NOMA;6G network;reconfigurable intelligent surface (RIS),Channel estimation;NOMA;6G mobile communication;Convolutional neural networks;Wireless communication;Predictive models;Estimation,,24.0,,70.0,CCBY,19 May 2023,,,IEEE,IEEE Journals
Deep Edge Node enables AI native toward 6G*,Q. Wang; Y. Liu; Y. Wang; Y. Xing; J. Zong; H. Liu,"6G Research Center, China Telecom Research Institute, Beijing, China; 6G Research Center, China Telecom Research Institute, Beijing, China; School of Compute Science and Engineering, Nanyang Technological University, Singapore; 6G Research Center, China Telecom Research Institute, Beijing, China; 6G Research Center, China Telecom Research Institute, Beijing, China; 6G Research Center, China Telecom Research Institute, Beijing, China",2023 IEEE International Symposium on Broadband Multimedia Systems and Broadcasting (BMSB),16 Aug 2023,2023,,,1,6,"AI native as the key enabler for next-generation (six-generation) communication network has been attracting attention from both academia and industry, as an increasing number of applications will require the intelligence services provided by the edge node. To this end, we present the deep edge node architecture in this paper, which integrates edge computing, network abilities, and AI native. Under this architecture, we also propose the deep reinforcement learning-based approach for the RAN slice problem. Under a simulation environment, the results show that our proposed SAC-based method can reduce latency and improve throughout.",2155-5052,979-8-3503-2152-4,10.1109/BMSB58369.2023.10211613,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10211613,Deep edge node;AI native;Reinforcement learning;6G,6G mobile communication;Industries;Simulation;Computer architecture;Throughput;Communication networks;Multimedia communication,,,,17.0,IEEE,16 Aug 2023,,,IEEE,IEEE Conferences
Toward Reinforcement-Learning-Based Intelligent Network Control in 6G Networks,J. Li; H. Wu; X. Huang; Q. Huang; J. Huang; X. S. Shen,"Southeast University, China; University of Calgary, Canada; Shenzhen Institute of Artificial Intelligence and Robotics for Society, China; Harbin Institute of Technology, Shenzhen, China; The Chinese University of Hong Kong, Shenzhen and Shenzhen Institute of Artificial Intelligence and Robotics for Society, China; University of Waterloo, Canada",IEEE Network,24 Oct 2023,2023,37.0,4.0,104,111,"Reinforcement learning (RL) is a critical enabler for optimizing performance, automating the deployment, and increasing the intelligence level of 6G networks. In this article, we first identify some advanced RL frameworks for diversified 6G service scenarios. We then envision RL-based intelligent network management for 6G from three different perspectives: cross-layer end-to-end network control for service-oriented software-defined networking (SOSDN), cross-network control for global coverage, and cross-service control for service customization. We also present the new challenges associated with RL-assisted network management in 6G networks and provide potential research directions. Finally, we use the smart grid as a typical 6G application scenario to demonstrate the critical role of RL-based methods in capacitating intelligent power system management.",1558-156X,,10.1109/MNET.003.2200641,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10293205,,6G mobile communication;Intelligent networks;Cross layer design;Power system management;Power system dynamics;Reinforcement learning;User experience;Machine learning,,2.0,,15.0,IEEE,24 Oct 2023,,,IEEE,IEEE Magazines
"AI-Based Time-, Frequency-, and Space-Domain Channel Extrapolation for 6G: Opportunities and Challenges",Z. Zhang; J. Zhang; Y. Zhang; L. Yu; G. Liu,"Information and Communication Engineering, Beijing University of Posts and Telecommunications, Beijing, China; Circuits and Systems, Beijing University of Posts and Telecommunications (BUPT), Beijing, China; Postdoctoral Researcher, BUPT, Beijing, China; Ph.D. Degree, BUPT, Beijing, China; 6G Lead Specialist, China Mobile Research Institute, Beijing, China",IEEE Vehicular Technology Magazine,2 Mar 2023,2023,18.0,1.0,29,39,"The trend of using larger scale antenna arrays will continue toward 6G systems, where the number of antennas will be further scaled up to improve spectral efficiency. However, the increase in the number of antennas will bring new challenges to the physical layer, such as frequent feedback in high-speed mobile communications, multiband coexistence overhead from sub-6 (gigahertz) GHz to terahertz (THz), and energy consumption due to increased antenna components and circuits. In this article, we introduce artificial intelligence (AI)-based channel extrapolation to address these problems. Specifically, we divide the channel extrapolation into time, frequency, and space domains according to different application scenarios. The channel propagation characteristics that affect the extrapolation of each domain, such as the spatial consistency property (SCP), partial reciprocity, and spatial nonstationarity, are analyzed. The motivations for selecting various AI models in each domain are explained, and the performance of AI models is compared. Furthermore, we find the gain of cross-domain channel extrapolation based on transfer learning (TL). The simulation results show that the experience of the AI model cross different domains can be mutually reinforcing. Finally, we introduce several challenges for AI-based channel extrapolation, which can be regarded as potential research directions for realizing future AI-powered 6G systems.",1556-6080,,10.1109/MVT.2023.3234169,"National Science Fund for Distinguished Young Scholars(grant numbers:61925102); National Natural Science Foundation of China(grant numbers:92167202,62101069,62031019,62201087); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10024904,,Extrapolation;Channel estimation;Time-domain analysis;Artificial intelligence;6G mobile communication;Wireless communication;Generative adversarial networks,,10.0,,15.0,IEEE,23 Jan 2023,,,IEEE,IEEE Magazines
Optimized and dynamic resource provisioning in AI assisted 6G networks,A. Tzanakaki; A. -I. Manolopoulos; V. -M. Alevizaki; M. Anastasopoulos,"National and Kapodistrian University of Athens, Athens, Greece; National and Kapodistrian University of Athens, Athens, Greece; National and Kapodistrian University of Athens, Athens, Greece; National and Kapodistrian University of Athens, Athens, Greece",2023 IEEE Future Networks World Forum (FNWF),13 May 2024,2023,,,1,6,"This paper proposes dynamically optimize resource allocation in 6G systems that are supported by optical transport networks, to achieve improved flexibility and efficiency. A novel scheme that can practically facilitate this functionality is also described. The proposed scheme exploits real mobile user statistics, 5G test-bed profiling measurements infrastructure resource efficiency.",2770-7679,979-8-3503-2458-7,10.1109/FNWF58287.2023.10520569,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10520569,5G Network;Optimization;Neural Networks,6G mobile communication;5G mobile communication;Optical fiber networks;Dynamic scheduling;Resource management;Artificial intelligence,,,,7.0,IEEE,13 May 2024,,,IEEE,IEEE Conferences
The Hexa-X Project Vision on Artificial Intelligence and Machine Learning-Driven Communication and Computation Co-Design for 6G,M. Merluzzi; T. Borsos; N. Rajatheva; A. A. Benczúr; H. Farhadi; T. Yassine; M. D. Müeck; S. Barmpounakis; E. C. Strinati; D. Dampahalage; P. Demestichas; P. Ducange; M. C. Filippou; L. G. Baltar; J. Haraldson; L. Karaçay; D. Korpi; V. Lamprousi; F. Marcelloni; J. Mohammadi; N. Rajapaksha; A. Renda; M. A. Uusitalo,"CEA, Leti, University of Grenoble Alpes, Grenoble, France; Ericsson Research, Budapest, Hungary; Centre for Wireless Communications, University of Oulu, Oulu, Finland; ELKH Institute for Computer Science and Control, Budapest, Hungary; Ericsson Research, Stockholm, Sweden; Institute of Research & Technology (b<>com), Cesson-Sévigné, France; Intel Deutschland GmbH, Munich, Germany; WINGS ICT Solutions, Athens, Greece; CEA, Leti, University of Grenoble Alpes, Grenoble, France; Centre for Wireless Communications, University of Oulu, Oulu, Finland; WINGS ICT Solutions, Athens, Greece; Department of Information Engineering, University of Pisa, Pisa, Italy; Intel Deutschland GmbH, Munich, Germany; Intel Deutschland GmbH, Munich, Germany; Ericsson Research, Stockholm, Sweden; Ericsson Research, Istanbul, Turkey; Nokia Bell Laboratories, Espoo, Finland; WINGS ICT Solutions, Athens, Greece; Department of Information Engineering, University of Pisa, Pisa, Italy; Nokia Bell Laboratories, Stuttgart, Germany; Centre for Wireless Communications, University of Oulu, Oulu, Finland; Department of Information Engineering, University of Pisa, Pisa, Italy; Nokia Bell Laboratories, Espoo, Finland",IEEE Access,7 Jul 2023,2023,11.0,,65620,65648,"This paper provides an overview of the most recent advancements and outcomes of the European 6G flagship project Hexa-X, on the topic of in-network Artificial Intelligence (AI) and Machine Learning (ML). We first present a general introduction to the project and its ambitions in terms of use cases (UCs), key performance indicators (KPIs), and key value indicators (KVIs). Then, we identify the key challenges to realize, implement, and enable the native integration of AI and ML in 6G, both as a means for designing flexible, low-complexity, and reconfigurable networks (learning to communicate), and as an intrinsic in-network intelligence feature (communicating to learn or, 6G as an efficient AI/ML platform). We present a high level description of down selected technical enablers and their implications on the Hexa-X identified UCs, KPIs and KVIs. Our solutions cover lower layer aspects, including channel estimation, transceiver design, power amplifier and distributed MIMO related challenges, and higher layer aspects, including AI/ML workload management and orchestration, as well as distributed AI. The latter entails Federated Learning and explainability as means for privacy preserving and trustworthy AI. To bridge the gap between the technical enablers and the 6G targets, some representative numerical results accompany the high level description. Overall, the methodology of the paper starts from the UCs and KPIs/KVIs, to then focus on the proposed technical solutions able to realize them. Finally, a brief discussion of the ongoing regulation activities related to AI is presented, to close our vision towards an AI and ML-driven communication and computation co-design for 6G.",2169-3536,,10.1109/ACCESS.2023.3287939,European Commission through the H2020 Project Hexa-X(grant numbers:101015956); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10156818,Connecting intelligence;6G networks;sustainability;trustworthiness;energy efficiency;AI and ML for air interface design;edge AI;explainable AI,Artificial intelligence;6G mobile communication;Standardization;MIMO communication;Europe;Sustainable development;Regulation,,13.0,,105.0,CCBYNCND,20 Jun 2023,,,IEEE,IEEE Journals
Deep Learning Aided Intelligent Sensing and Identification For 6G,T. Otsuki; G. Gui,"WSU, Australia; WSU, Australia",2023 28th Asia Pacific Conference on Communications (APCC),14 Mar 2024,2023,,,xxvii,xxix,"With the rapid advancements in artificial intelligence (AI) and deep learning (DL), it is evident that future wireless communication systems will possess significantly enhanced intelligence and security compared to their predecessors. While traditional algorithms demonstrate commendable performance and efficiency in addressing accurately modeled problems, they often face challenges when dealing with non-convex problems, leading to compromised performance. In such scenarios, DL technology can be employed to extract parameter information from acquired data samples, thereby improving algorithm convergence speed and performance. This tutorial aims to explore the utilization of artificial neural networks (ANNs), including deep neural networks (DNNs) and convolutional neural networks (CNNs), to parameterize models or algorithms, with gradient-based methods utilized for optimizing the ANNs. These data-driven techniques, which derive model or algorithm features from massive amounts of data rather than relying on pre-established rules, are collectively known as data-driven methods. The tutorial primarily focuses on the research and application of DL in the physical layer of wireless communication systems. Firstly, DL can enhance model-based algorithms for signal detection or channel estimation, improving computational efficiency and system performance. Secondly, as traditional model-based methods increasingly struggle to meet the growing demands of next-generation communication systems operating in complex interference and uncertain channel conditions, DL presents promising opportunities to redesign baseband modules, including coding/decoding and detection, among others.",2163-0771,979-8-3503-8261-7,10.1109/APCC60132.2023.10460749,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10460749,,Wireless communication;Deep learning;Computational modeling;System performance;Tutorials;Physical layer;Sensors,,,,0.0,IEEE,14 Mar 2024,,,IEEE,IEEE Conferences
Intelligent and Secure Radio Environments for 6G Vehicular Aided HetNets: Key Opportunities and Challenges,W. U. Khan; M. A. Javed; S. Zeadally; E. Lagunas; S. Chatzinotas,"University of Luxembourg, Luxembourg; COMSATS University, Islamabad, Pakistan; University of Kentucky, USA; University of Luxembourg, Luxembourg; University of Luxembourg, Luxembourg",IEEE Communications Standards Magazine,18 Oct 2023,2023,7.0,3.0,32,39,"The main challenges in sixth-generation (6G) communication networks are connection reliability, low transmission latency, massive low-powered connectivity, and ultra-high capacity. Reconfigurable meta-surfaces are emerging as a novel and revolutionizing technology to enable intelligent wireless environments. Due to the low cost, improved efficiency, and passive nature of reflecting elements, it is becoming possible to program and control the wireless environment. Since wireless physical layer technologies can generally adapt to the wireless environment, their combination with reconfigurable surfaces and deep learning approaches can open new avenues for achieving secure 6G vehicular aided heterogeneous networks (HetNets). Motivated by these appealing advantages, this work provides an intelligent and secure radio environment (ISRE) paradigm for 6G vehicular aided HetNets. We present an overview of enabling technologies for ISRE-based 6G vehicular aided HetNets. We discuss features, design goals, and applications of such networks. Next, we outline new opportunities provided by ISRE-based 6G vehicular HetNets, and we present a case study using the contextual bandit approach in terms of best IRS for secure communications. Finally, we discuss some future research opportunities.",2471-2833,,10.1109/MCOMSTD.0007.2200065,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10287322,,6G mobile communication;Performance evaluation;Deep learning;Costs;Wireless networks;Physical layer;Heterogeneous networks,,12.0,,15.0,IEEE,18 Oct 2023,,,IEEE,IEEE Magazines
6G Deterministic Network Technology Based on Hierarchical Reinforcement Learning Framework,Y. Xing; L. Yang; X. Hu; C. Mei; H. Wang; J. Li,"China Telecom Corporation Limited Research Institute, Beijing, China; School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, Beijing, China; School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, Beijing, China; China Telecom Corporation Limited Research Institute, Beijing, China; China Telecom Corporation Limited Research Institute, Beijing, China; China Telecom Corporation Limited Research Institute, Beijing, China",2023 IEEE International Symposium on Broadband Multimedia Systems and Broadcasting (BMSB),16 Aug 2023,2023,,,1,6,"With the rapid development of mobile networks, various IoT services are booming, and these services have different characteristics and requirements. Among them, services such as remote surgery and intelligent manufacturing are sensitive to delay and have high requirements for delay certainty. In order to meet the needs of delay-sensitive services, 3GPP defined the technical solution of 5G network as a TSN bridge in version R16 to support deterministic services of mobile networks. However, this solution has technical shortcomings, for example, it does not support aperiodic service scheduling, and does not define a coordination mechanism between applications and networks. Therefore, this paper sorts out the promotion process of 3GPP supporting mobile deterministic networks, clarifies the reasons for the existence of problems, and provides a GCN-based hierarchical reinforcement learning model to flexibly handle dynamic and diverse traffic for 6G networks. This model realizes joint scheduling of periodic services and aperiodic services and makes full use of the characteristics of the slow change of the whole traffic and the rapid change of individuals in the network to update sub-models with different frequencies and ensures the deterministic delay.",2155-5052,979-8-3503-2152-4,10.1109/BMSB58369.2023.10211210,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10211210,deterministic network;6G;5G TSC;reinforcement learning,6G mobile communication;Bridges;Wide area networks;Job shop scheduling;5G mobile communication;Network slicing;Collaboration,,,,12.0,IEEE,16 Aug 2023,,,IEEE,IEEE Conferences
Federated Deep Reinforcement Learning for Open RAN Slicing in 6G Networks,A. Abouaomar; A. Taik; A. Filali; S. Cherkaoui,"Polytechnique Montreal, Canada; Université de Sherbrooke, Canada; Polytechnique Montreal, Canada; Polytechnique Montreal, Canada",IEEE Communications Magazine,16 Feb 2023,2023,61.0,2.0,126,132,"Radio access network (RAN) slicing is a key element in enabling current 5G networks and next-generation networks to meet the requirements of different services in various verticals. However, the heterogeneous nature of these services' requirements, along with the limited RAN resources, makes RAN slicing very complex. Indeed, the challenge that mobile virtual network operators (MVNOs) face is to rapidly adapt their RAN slicing strategies to the frequent changes of the environment constraints and service requirements. Machine learning techniques, such as deep reinforcement learning (DRL), are increasingly considered a key enabler for automating the management and orchestration of RAN slicing operations. Nerveless, the ability to generalize DRL models to multiple RAN slicing environments may be limited due to their strong dependence on the environment data on which they are trained. Federated learning enables MVNOs to leverage more diverse training inputs for DRL without the high cost of collecting this data from different RANs. In this article, we propose a federated deep reinforcement learning approach for Open RAN Slicing. In this approach, MVNOs collaborate to improve the performance of their DRL-based RAN slicing models. Each MVNO trains a DRL model and sends it for aggregation. The aggregated model is then sent back to each MVNO for immediate use and further training. The simulation results show the effectiveness of the proposed DRL approach.",1558-1896,,10.1109/MCOM.007.2200555,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9999295,,Resource management;Quality of service;Bandwidth;5G mobile communication;Data models;Adaptation models;Radio access networks,,24.0,,15.0,IEEE,26 Dec 2022,,,IEEE,IEEE Magazines
SEEDRL: Smart Energy Efficiency Using Deep Reinforcement Learning for 6G Networks,S. Bassoy; R. Behravesh; J. Pujol-Roig,"6G Research, Samsung R&D Institute UK, Samsung Electronics, Surrey, United Kingdom; 6G Research, Samsung R&D Institute UK, Samsung Electronics, Surrey, United Kingdom; 6G Research, Samsung R&D Institute UK, Samsung Electronics, Surrey, United Kingdom",2023 IEEE Globecom Workshops (GC Wkshps),21 Mar 2024,2023,,,732,737,"The rapid increase in mobile network traffic has led to the dense deployment of network cells and the introduction of technologies such as massive Multiple-Input Multiple-Output (m-MIM O) to achieve high gain and spectral efficiency. However, these benefits come with a significant growth in Operational Expenditure (OPEX) and energy consumption, which remains a major challenge in beyond 5G and 6G networks. In this paper, we employ Deep Reinforcement Learning (DRL) techniques to efficiently switch off cells and mute MIMO antenna elements at some specific times to achieve a higher gain in terms of Energy Saving (ES) and the number of network changes without majorly affecting user satisfaction. Through extensive experiments, we demonstrate that our proposed method called Smart Energy Efficiency using DRL (SEEDRL) saves power by 8.99% and significantly reduces the number of ES state changes by 22.83% compared to its counterpart the threshold-based algorithm.",,979-8-3503-7021-8,10.1109/GCWkshps58843.2023.10464558,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10464558,6G;Deep Reinforcement Learning;Energy Efficiency;m-MIMO;Antenna Muting,6G mobile communication;Energy consumption;Runtime;Spectral efficiency;Switches;Telecommunication traffic;Deep reinforcement learning,,,,20.0,IEEE,21 Mar 2024,,,IEEE,IEEE Conferences
DL-Based Minimizing Virtual Environment Resource Usage in 6G Cellular Networks,K. M. Naguib; I. I. Ibrahim; M. M. Elmesalawy; A. M. A. Elhaleem,"CCAS Department, School of Engineering, New Giza University (NGU), Giza, Egypt; Department of Electronics and Communications, Faculty of Engineering, Helwan University, Cairo, Egypt; Department of Electronics and Communications, Faculty of Engineering, Helwan University, Cairo, Egypt; Department of Electronics and Communications, Faculty of Engineering, Helwan University, Cairo, Egypt",IEEE Access,30 Oct 2023,2023,11.0,,118241,118252,"The efficient Virtual Reality (VR) data delivery in 6G cellular networks is challenging, as it requires high throughput and ultra-reliable low-latency communication. In this work, VR based Software-Defined Network (SDN) model is proposed for efficient uplink-downlink resource management in 6G networks that guarantees low latency and high data rates. The suggested solution achieves End-to-End (E2E) management. among VR users with centralized resource management involving supervised deep learning (SDL) and unsupervised deep learning (UDL). Comparative results is demonstrated, which show the performance differences between these approaches in 6G networks that improve the transmission of VR video, enable such improvement.",2169-3536,,10.1109/ACCESS.2023.3326842,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10292647,Virtual reality;6G cellular networks;software defined network;frequency searching adaptive bat algorithm;deep learning;achievable data rate;low latency,6G mobile communication;Cellular networks;Resource management;Delays;Wireless communication;Deep learning;Software defined networking,,,,34.0,CCBYNCND,23 Oct 2023,,,IEEE,IEEE Journals
Machine Learning-Aided Real-Time Optimized Multibeam for 6G Integrated Satellite-Terrestrial Networks: Global Coverage for Mobile Services,T. Q. Duong; L. D. Nguyen; T. T. Bui; K. D. Pham; G. K. Karagiannidis,"Queen's University Belfast, UK; Duy Tan University, Vietnam; Ho Chi Minh City University of Technology, Vietnam; Air Force Research Laboratory/Space Vehicles Directorate, US; Aristotle University of Thessaloniki, Greece",IEEE Network,5 Sep 2023,2023,37.0,2.0,86,93,"Future wireless networks beyond the fifth generation (5G) have been envisioned to increase many folds, in terms of key performance metrics such as latency, data rate, reliability, mobility, and user's quality of experience. However, one of the biggest difference between the sixth generation (6G) and its predecessor is the ability to support high speed connectivity of mobile services for global coverage, especially focusing on under-connected areas (e.g., forests, oceans, deserts, and mountains). Integrated satellite-terrestrial networks (ISTNs) provide the best solution to unravel the unconnected issues of isolated areas not only on the ground but also in the air and on the sea. Despite this premise, the research in ISTNs is still in its infancy with many open problems, associated with long delay communications, large coverage for massive number of devices, and highly demanding real-time services. To alleviate these problems, this article introduces optimal multi-beam design empowered by machine learning techniques for 6G ISTNs, with respect to the real-time constraints of mission-critical services. First, we give an overview of the multibeam design for 6G ISTNs with user clustering approaches, energy-efficiency radio resource allocation, and distributed computing. Then, the frameworks for intelligent multibeam based on machine learning, real-time optimisation, and game theory, are proposed. As case studies, we investigate the performance of machine learning-aided real-time optimisation for 6G ISTNs in disaster relief and real-time optimal multibeam in satellite-terrestrial IoT networks. Potential research directions incorporating digital twin and quantum-inspired optimisation are presented to further support optimal multibeam design in 6G ISTNs.",1558-156X,,10.1109/MNET.003.2200275,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10239285,,6G mobile communication;Wireless networks;Mission critical systems;Machine learning;Real-time systems;Resource management;Satellite communication,,10.0,,15.0,IEEE,5 Sep 2023,,,IEEE,IEEE Magazines
Towards 6G AI-enabled Service Orchestration in the Cloud Continuum,G. F. Pittalà; D. Borsatti; G. Davoli; W. Cerroni; D. Tarchi; C. Raffaelli,"DEI ""G. Marconi"", University of Bologna, Bologna, Italy; DEI ""G. Marconi"", University of Bologna, Bologna, Italy; DEI ""G. Marconi"", University of Bologna, Bologna, Italy; DEI ""G. Marconi"", University of Bologna, Bologna, Italy; DEI ""G. Marconi"", University of Bologna, Bologna, Italy; DEI ""G. Marconi"", University of Bologna, Bologna, Italy",2023 23rd International Conference on Transparent Optical Networks (ICTON),8 Aug 2023,2023,,,1,4,"End-to-end service orchestration leveraging computing and communication resources in the cloud continuum is addressed. A modular architecture is proposed to facilitate data-driven/AI adoption, while achieving enhanced energy efficient automation in 6G service provisioning. A selection of available enabling technologies to deploy the architecture is presented.",2161-2064,979-8-3503-0303-2,10.1109/ICTON59386.2023.10207454,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10207454,6G;Service Orchestration;Cloud continuum;Artificial Intelligence;Energy efficiency,6G mobile communication;Cloud computing;Computer architecture;Standardization;Optical fiber networks;Energy efficiency;Security,,1.0,,12.0,IEEE,8 Aug 2023,,,IEEE,IEEE Conferences
"5G-Advanced Toward 6G: Past, Present, and Future",W. Chen; X. Lin; J. Lee; A. Toskala; S. Sun; C. F. Chiasserini; L. Liu,"Qualcomm, San Diego, CA, USA; Nvidia, Santa Clara, CA, USA; Samsung, Seocho-gu, Seoul, South Korea; Nokia, Espoo, Finland; Department of Electronic Engineering and the Shanghai Key Laboratory of Digital Media Processing and Transmission, Shanghai Jiao Tong University, Shanghai, China; Politecnico di Torino, Torino, Italy; Virginia Tech, Blacksburg, VA, USA",IEEE Journal on Selected Areas in Communications,20 Jun 2023,2023,41.0,6.0,1592,1619,"Since the start of 5G work in 3GPP in early 2016, tremendous progress has been made in both standardization and commercial deployments. 3GPP is now entering the second phase of 5G standardization, known as 5G-Advanced, built on the 5G baseline in 3GPP Releases 15, 16, and 17. 3GPP Release 18, the start of 5G-Advanced, includes a diverse set of features that cover both device and network evolutions, providing balanced mobile broadband evolution and further vertical domain expansion and accommodating both immediate and long-term commercial needs. 5G-Advanced will significantly expand 5G capabilities, address many new use cases, transform connectivity experiences, and serve as an essential step in developing mobile communications towards 6G. This paper provides a comprehensive overview of the 3GPP 5G-Advanced development, introducing the prominent state-of-the-art technologies investigated in 3GPP and identifying key evolution directions for future research and standardization.",1558-0008,,10.1109/JSAC.2023.3274037,"Qatar National Research Fund (a member of Qatar Foundation) through National Priorities Research Programme (NPRP)-S 13th Cycle(grant numbers:NPRP13S-0205-200265); European Commission through Horizon Europe Smart Networks and Services Joint Undertaking (SNS JU) PREDICT-6G Project(grant numbers:101095890); U.S. National Science Foundation(grant numbers:CNS-2148212,ECCS-2128594,CNS-2003059,CCF-1937487); National Natural Science Foundation of China(grant numbers:62271310); Fundamental Research Funds for the Central Universities of China; ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10158439,5G;5G-Advanced;6G;MIMO;AI;ML;full-duplex;green networks;UAV;RIS;XR;positioning;NTN;IAB,6G mobile communication;5G mobile communication;Network slicing;Semantics;Standardization;Transforms;Quality of service,,114.0,,239.0,IEEE,20 Jun 2023,,,IEEE,IEEE Journals
