"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Generating Mimo Channels for 6G Virtual Worlds Using Ray-Tracing Simulations","A. Klautau; A. de Oliveira; I. Pamplona Trindade; W. Alves","Universidade Federal do Pará - LASSE, Belém, Pará, Brazil; Universidade Federal do Pará - LASSE, Belém, Pará, Brazil; Universidade Federal do Pará - LASSE, Belém, Pará, Brazil; Universidade Federal do Pará - LASSE, Belém, Pará, Brazil",2021 IEEE Statistical Signal Processing Workshop (SSP),"19 Aug 2021","2021","","","595","599","Some 6G use cases include augmented reality and high-fidelity holograms, with this information flowing through the network. Hence, it is expected that 6G systems can feed machine learning algorithms with such context information to optimize communication performance. This paper focuses on the simulation of 6G MIMO systems that rely on a 3-D representation of the environment as captured by cameras and eventually other sensors. We present new and improved Raymobtime datasets, which consist of paired MIMO channels and multimodal data. We also discuss tradeoffs between speed and accuracy when generating channels via ray-tracing. We finally provide results of beam selection and channel estimation to assess the impact of the improvements in the ray-tracing simulation methodology.","2693-3551","978-1-7281-5767-2","10.1109/SSP49050.2021.9513861","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9513861","Ray-tracing;MIMO;6G;channel estimation;beam selection","6G mobile communication;Solid modeling;Maximum likelihood estimation;Channel estimation;Signal processing algorithms;Ray tracing;Signal processing","","4","","21","IEEE","19 Aug 2021","","","IEEE","IEEE Conferences"
"Deep Reinforcement Learning Based Big Data Resource Management for 5G/6G Communications","Z. Shi; X. Xie; S. Garg; H. Lu; H. Yang; Z. Xiong","School of Computer Science and Technology, Chongqing University of Posts and Telecommunications, Chongqing, China; School of Computer Science and Technology, Chongqing University of Posts and Telecommunications, Chongqing, China; Electrical Engineering Department, Ecole de technologie supérieure, Université du Québec, Montréal, Canada; School of Computer Science and Technology, Chongqing University of Posts and Telecommunications, Chongqing, China; School of Electrical and Electronic Engineering, Nanyang Technological University, 50 Nanyang Avenue, Singapore; Pillar of Information Systems Technology and Design, Singapore University of Technology and Design, Singapore",2021 IEEE Global Communications Conference (GLOBECOM),"2 Feb 2022","2021","","","01","06","With the advent of the Internet of Everything era, communication data has exploded, which requires more communication resources, such as frequency, time, and energy. In this context, this paper presents a machine learning-based data packet scheduling scheme to achieve efficient data packet transmission in the 5G/6G communication systems. To minimize the average number of packet overflows (APNO), we propose distributed deep deterministic policy gradient (DDPG)-based algorithm for multidimensional resource scheduling. To improve the algorithm stability and training efficiency, the strategy of centralized training and distributed execution is adopted, and an Action Adjuster is designed. The proposed algorithm enables the multidimensional resource management of the 5G/6G commu-nication systems without any information interaction between each agent. Simulation results show that the proposed Action Adjuster DDPG algorithm achieves faster convergence and less data overflow compared to other benchmark algorithms.","","978-1-7281-8104-2","10.1109/GLOBECOM46510.2021.9685098","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9685098","multidimensional resource management;deep deterministic policy gradient(DDPG);Action Adjuster(AA)","Training;Time-frequency analysis;Schedules;Machine learning algorithms;Scheduling algorithms;Simulation;Benchmark testing","","3","","17","IEEE","2 Feb 2022","","","IEEE","IEEE Conferences"
"User Clustering Techniques for Massive MIMO-NOMA Enabled mmWave/THz Communications in 6G","M. Shahjalal; M. H. Rahman; M. O. Ali; B. Chung; Y. M. Jang","Department of Electronics Engineering, Kookmin University, Seoul, Korea; Department of Electronics Engineering, Kookmin University, Seoul, Korea; Department of Electronics Engineering, Kookmin University, Seoul, Korea; ENS. Co. Ltd, Ansan, Korea; Department of Electronics Engineering, Kookmin University, Seoul, Korea",2021 Twelfth International Conference on Ubiquitous and Future Networks (ICUFN),"13 Sep 2021","2021","","","379","383","Recently, Cooperative massive multiple-input multiple-output and non-orthogonal multiple access (mMIMO-NOMA) has been considered as a promising solution that can significantly improve the system capacity and the spectral efficiency of the sixth-generation (6G) high frequency spectrum such as Millimeter Wave and Terahertz networks. In this paper, we consider a mMIMO-NOMA enabled base station that can support a number of single antenna users in different clusters. Cooperative use of NOMA can support the users in a cluster by sharing the same frequency and time resources. However, in 6G the networks will be congested with ultra-massive interconnected users and that arises challenges in clustering the users efficiently. Therefore. we briefly summarize the studies about user clustering solutions in mMIMO-NOMA systems and divided them into two categories; resource aware user clustering (RAUC) and learning assisted user clustering (LAUC) approaches. A comparison among those techniques has been tabulated considering the computational complexities. The result depicts that the RAUC demonstrates a polynomial complexity function while that for the LAUC is comparatively low.","2165-8536","978-1-7281-6476-2","10.1109/ICUFN49451.2021.9528659","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9528659","User clustering;cooperative mMIMO-NOMA;energy efficiency;computational complexity;massive interconnectivity;6G","6G mobile communication;NOMA;Time-frequency analysis;Spectral efficiency;Millimeter wave technology;Clustering algorithms;MIMO","","5","","19","IEEE","13 Sep 2021","","","IEEE","IEEE Conferences"
"Deep Reinforcement Learning Based Virtual Network Embedding for 6G Satellite Networks","R. Zhu; G. Li; P. Wang; J. Yuan",Zhengzhou University; Zhengzhou University; Zhengzhou University; Zhengzhou University of Light Industry,2021 Opto-Electronics and Communications Conference (OECC),"29 Aug 2022","2021","","","1","3","We establish a satellite network and propose a deep reinforcement learning based virtual network embedding (DRVE-SN) algorithm. Simulation results show that it performs better than the state-of-art algorithm in blocking probability and average resource utilization. © 2021 The Author(s)","2166-8892","978-1-943580-92-7","10.1364/OECC.2021.JS2A.16","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9866437","","6G mobile communication;Satellites;Simulation;Reinforcement learning;Resource management","","1","","6","","29 Aug 2022","","","IEEE","IEEE Conferences"
"6G: Connectivity in the Era of Distributed Intelligence","S. Talwar; N. Himayat; H. Nikopour; F. Xue; G. Wu; V. Ilderem",Intel Corporation; Intel Corporation; Intel Corporation; Intel Corporation; Intel Corporation; Intel Corporation,IEEE Communications Magazine,"30 Dec 2021","2021","59","11","45","50","The confluence of 5G and AI is transforming wireless networks to deliver diverse services at the edge, driving toward a vision of pervasive distributed intelligence. Future 6G networks will need to deliver quality of experience through seamless integration of communication, computation, and AI. Therefore, networks must become intelligent, distributed, scalable, and programmable platforms across the continuum of data delivery to address the ever increasing service requirements and deployment complexity. We present novel results across three research directions that are expected to be integral to 6G systems, and also discuss newer 6G metrics.","1558-1896","","10.1109/MCOM.011.2100162","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9665431","","6G mobile communication;Measurement;5G mobile communication;Wireless networks;Distributed databases;Complexity theory;Quality of experience","","24","","15","IEEE","30 Dec 2021","","","IEEE","IEEE Magazines"
"AI and 6G Security: Opportunities and Challenges","Y. Siriwardhana; P. Porambage; M. Liyanage; M. Ylianttila","Centre for Wireless Communications, University of Oulu, Finland; Centre for Wireless Communications, University of Oulu, Finland; Centre for Wireless Communications, University of Oulu, Finland; Centre for Wireless Communications, University of Oulu, Finland",2021 Joint European Conference on Networks and Communications & 6G Summit (EuCNC/6G Summit),"28 Jul 2021","2021","","","616","621","While 5G is well-known for network cloudification with micro-service based architecture, the next generation networks or the 6G era is closely coupled with intelligent network orchestration and management. Hence, the role of Artificial Intelligence (AI) is immense in the envisioned 6G paradigm. However, the alliance between 6G and AI may also be a double-edged sword in many cases as AI's applicability for protecting or infringing security and privacy. In particular, the end-to-end automation of future networks demands proactive threats discovery, application of mitigation intelligent techniques and making sure the achievement of self-sustaining networks in 6G. Therefore, to consolidate and solidify the role of AI in securing 6G networks, this article presents how AI can be leveraged in 6G security, possible challenges and solutions.","2575-4912","978-1-6654-1526-2","10.1109/EuCNC/6GSummit51104.2021.9482503","Academy of Finland(grant numbers:318927); European Union's Horizon 2020(grant numbers:871808); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9482503","6G;6G Security;Artificial Intelligence;Machine Learning;Intelligent Security","6G mobile communication;Privacy;Intelligent networks;Automation;5G mobile communication;Security;Artificial intelligence","","127","","35","IEEE","28 Jul 2021","","","IEEE","IEEE Conferences"
"Reinforcement-Learning-Enabled Massive Internet of Things for 6G Wireless Communications","R. Ali; I. Ashraf; A. K. Bashir; Y. B. Zikria",Sejong University; Yeungnam University; Manchester Metropolitan University; Yeungnam University,IEEE Communications Standards Magazine,"25 Jun 2021","2021","5","2","126","131","Recently, extensive research efforts have been devoted to developing beyond fifth generation (B5G), also referred to as sixth generation (6G) wireless networks aimed at bringing ultra-reli-able low-latency communication services. 6G is expected to extend 5G capabilities to higher communication levels where numerous connected devices and sensors can operate seamlessly. One of the major research focuses of 6G is to enable massive Internet of Things (mIoT) applications. Like Wi-Fi 6 (IEEE 802.11ax), forthcoming wireless communication networks are likely to meet massively deployed devices and extremely new smart applications such as smart cities for mIoT. However, channel scarcity is still present due to a massive number of connected devices accessing the common spectrum resources. With this expectation, next-generation Wi-Fi 6 and beyond for mIoT are anticipated to have inherent machine intelligence capabilities to access the optimum channel resources for their performance optimization. Unfortunately, current wireless communication network standards do not support the ensuing needs of machine learning (ML)-aware frameworks in terms of resource allocation optimization. Keeping such an issue in mind, we propose a reinforcement-learning-based, one of the ML techniques, a framework for a wireless channel access mechanism for IEEE 802.11 standards (i.e., Wi-Fi) in mIoT. The proposed mechanism suggests exploiting a practically measured channel collision probability as a collected dataset from the wireless environment to select optimal resource allocation in mIoT for upcoming 6G wireless communications.","2471-2833","","10.1109/MCOMSTD.001.2000055","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9464923","","6G mobile communication;Wireless sensor networks;5G mobile communication;Wireless networks;IEEE 802.11ax Standard;Throughput;Resource management","","18","","15","IEEE","25 Jun 2021","","","IEEE","IEEE Magazines"
"UAV-Assisted 5G/6G Networks: Joint Scheduling and Resource Allocation Based on Asynchronous Reinforcement Learning","H. Yang; J. Zhao; J. Nie; N. Kumar; K. -Y. Lam; Z. Xiong","Strategic Centre for Research in Privacy-Preserving Technologies and Systems, Nanyang Technological University, Singapore; Strategic Centre for Research in Privacy-Preserving Technologies and Systems, Nanyang Technological University, Singapore; School of Computer Science and Engineering, Nanyang Technological University, Singapore; Thapar Institute of Engineering and Technology, Patiala, India; Strategic Centre for Research in Privacy-Preserving Technologies and Systems, Nanyang Technological University, Singapore; Pillar of Information Systems Technology and Design Singapore University of Technology and Design, Singapore",IEEE INFOCOM 2021 - IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS),"19 Jul 2021","2021","","","1","6","Unmanned aerial vehicles (UAVs) can be used as flying base stations (BSs) for providing wireless communications and coverage enhancement in fifth/sixth-generation (5G/6G) wireless networks. Operating multiple UAV-BSs to guarantee reliable device connectivity, intelligent control of UAV movements, and resource allocation plays an important role in dynamic UAV-assisted wireless networks. In this paper, an asynchronous advantage actor-critic (A3C) based UAVs placement and resource allocation approach is proposed to maximize the network capacity while guaranteeing the wireless service requirements of ground devices. The approach enables UAVs to intelligently update their locations and resource allocation strategy according to devices’ locations, to support the favourable channel gain between UAVs and devices, and maximize network benefit. Simulations show that our presented approach achieves higher learning efficiency, network capacity and QoS satisfaction level compared to popular approaches.","","978-1-6654-0443-3","10.1109/INFOCOMWKSHPS51825.2021.9484604","Ministry of Education; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9484604","Unmanned aerial vehicle;wireless communication;scheduling;resource allocation;reinforcement learning","Wireless networks;Conferences;Simulation;Quality of service;Reinforcement learning;Unmanned aerial vehicles;Resource management","","13","","23","IEEE","19 Jul 2021","","","IEEE","IEEE Conferences"
"Toward 6G: From New Hardware Design to Wireless Semantic and Goal-Oriented Communication Paradigms","E. C. Strinati; D. Belot; A. Falempin; J. -B. Doré","CEA-Leti, Grenoble, France; CEA-Leti, Grenoble, France; CEA-Leti, Grenoble, France; CEA-Leti, Grenoble, France",ESSCIRC 2021 - IEEE 47th European Solid State Circuits Conference (ESSCIRC),"26 Oct 2021","2021","","","275","282","Several speculative visions are conjecturing on what 6G services will be able to offer at the horizon of 2030. Nevertheless, the 6G design process is at its preliminary stages. The reality today is that hardware, technologies and new materials required to effectively meet the unprecedented performance targets required for future 6G services and network operation, have not been designed, tested or even do not exist yet. Today, a solid vision on the cost-benefit trade-offs of machine learning and artificial intelligence support for 6G network and services operation optimization is missing. This includes the possible support from hardware efficiency, operation effectiveness and, the immeasurable cost due to data acquisition-transfer-processing. The contribution of this paper is three-fold. This is the first paper deriving crucial 6G key performance indicators on hardware and technology design. Second, we present a new hardware technologies design methodology conceived to enable the effective software-hardware components integration required to meet the challenging performance envisioned for future 6G networks. Third, we suggest a paradigm shift towards goal-oriented and semantic communications, in which a totally new opportunity of joint design of hardware, artificial intelligence and effective communication is offered. The proposed vision is consolidated by our recent results on hardware, technology and machine learning performance.","","978-1-6654-3751-6","10.1109/ESSCIRC53450.2021.9567793","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567793","","6G mobile communication;Wireless communication;Training;Costs;Semantics;Machine learning;Hardware","","10","","34","IEEE","26 Oct 2021","","","IEEE","IEEE Conferences"
"Toward Energy-Efficient Distributed Federated Learning for 6G Networks","S. A. Khowaja; K. Dev; P. Khowaja; P. Bellavista","Department of Mechatronics Engineering, Korea Polytechnic University, Korea; University of Johannesburg, South Africa; University of Sindh, Pakistan; University of Bologna, Italy",IEEE Wireless Communications,"21 Jan 2022","2021","28","6","34","40","The provision of communication services via portable and mobile devices, such as aerial base stations, is a crucial concept to be realized in 5G/6G networks. Conventionally, IoT/edge devices need to transmit data directly to the base station for training the model using machine learning techniques. The data transmission introduces privacy issues that might lead to security concerns and monetary losses. Recently, federated learning was proposed to partially solve privacy issues via model sharing with the base station. However, the centralized nature of federated learning only allows the devices within the vicinity of base stations to share trained models. Furthermore, the long-range communication compels the devices to increase transmission power, which raises energy efficiency concerns. In this work, we propose the distributed federated learning (DBFL) framework that overcomes the connectivity and energy efficiency issues for distant devices. The DBFL framework is compatible with mobile edge computing architecture that connects the devices in a distributed manner using clustering protocols. Experimental results show that the framework increases the classification performance by 7.4 percent in comparison to conventional federated learning while reducing the energy consumption.","1558-0687","","10.1109/MWC.012.2100153","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9690145","","Training data;Base stations;Privacy;Energy efficiency;6G mobile communication;Collaborative work;Propagation losses;Distributed computing","","26","","15","IEEE","21 Jan 2022","","","IEEE","IEEE Magazines"
"Toward ML-Based Energy-Efficient Mechanism for 6G Enabled Industrial Network in Box Systems","A. H. Sodhro; N. Zahid; L. Wang; S. Pirbhulal; Y. Ouzrout; A. Sekhari Seklouli; A. V. Lira Neto; A. R. L. d. Macêdo; V. H. C. d. Albuquerque","Computer and Information Science Department, Linkoping University, Linkoping, Sweden; Department of Electrical Engineering, Sukkur IBA University, Sukkur, Pakistan; Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Beijing, China; Universidade da Beira Interior, Covilhã, Portugal; Decision Information Support System, University of Lumiere Lyon 2, Lyon, France; Decision Information Support System, University of Lumiere Lyon 2, Lyon, France; University of Fortaleza, Fortaleza, Brazil; University of Fortaleza, Fortaleza, Brazil; University of Fortaleza, Fortaleza, Brazil",IEEE Transactions on Industrial Informatics,"12 Jul 2021","2021","17","10","7185","7192","Machine learning (ML) techniques in association to emerging sixth generation (6G) technologies, i.e., massive Internet of Things (IoT), big data analytics have caught too much attention from academia to the business world since last few years due to their high and fast computing capabilities. The role of ML-based 6G techniques is to reshape the imaginary idea into physical world for resolving the challenging issues of energy, quality of service (QoS), and quality of experience (QoE). Besides, ML techniques with better association to 6G reshapes the industrial network in box (NIB) platform. In the mean-time rapidly increasing market of the IoT devices to deliver multimedia content has caught the attention of various fields such as, industrial, and healthcare. The challenging issue that end-users are facing is the unsatisfactory and annoyed performance of portable devices while surfing the video, and image to/from desired entity, i.e., low QoE. To resolve these issues this research first, proposes a novel ML-driven mobility management method for the efficient communication in industrial NIB applications. Second, a novel architecture of 6G-based intelligent QoE and QoS optimization in industrial NIB is proposed. Third, a 6G-based NIB framework is proposed in association to the long-term evolution. Forth, use-case for 6G-empowered industrial NIB is recommended for an energy efficient communication. Experimental results are extracted with high energy efficiency, better QoE, and QoS in 6G-based industrial NIB.","1941-0050","","10.1109/TII.2020.3026663","CAS President's International Fellowship Initiative (PIFI) Project China(grant numbers:2020VBC0002); Electrical Engineering Department of Sukkur IBA University; Brazilian National Council for Research and Development CNPq(grant numbers:304315/2017-6,430274/2018-1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9205620","Artificial intelligence (AI);industrial network in box (NIB);quality of service (QoS);quality of experience (QoE)","Quality of experience;Medical services;Quality of service;Optimization;Energy efficiency;Electronic mail;Machine learning","","37","","32","IEEE","24 Sep 2020","","","IEEE","IEEE Journals"
"AI-Based Resource Provisioning of IoE Services in 6G: A Deep Reinforcement Learning Approach","H. Sami; H. Otrok; J. Bentahar; A. Mourad","Concordia Institute for Information Systems Engineering, Concordia University, Montreal, QC, Canada; Department of EECS, Center of Cyber-Physical Systems, Khalifa University, Abu Dhabi, UAE; Concordia Institute for Information Systems Engineering, Concordia University, Montreal, QC, Canada; Department of Computer Science and Mathematics, Lebanese American University, Beirut, Lebanon",IEEE Transactions on Network and Service Management,"8 Sep 2021","2021","18","3","3527","3540","Currently, researchers have motivated a vision of 6G for empowering the new generation of the Internet of Everything (IoE) services that are not supported by 5G. In the context of 6G, more computing resources are required, a problem that is dealt with by Mobile Edge Computing (MEC). However, due to the dynamic change of service demands from various locations, the limitation of available computing resources of MEC, and the increase in the number and complexity of IoE services, intelligent resource provisioning for multiple applications is vital. To address this challenging issue, we propose in this paper IScaler, a novel intelligent and proactive IoE resource scaling and service placement solution. IScaler is tailored for MEC and benefits from the new advancements in Deep Reinforcement Learning (DRL). Multiple requirements are considered in the design of IScaler's Markov Decision Process. These requirements include the prediction of the resource usage of scaled applications, the prediction of available resources by hosting servers, performing combined horizontal and vertical scaling, as well as making service placement decisions. The use of DRL to solve this problem raises several challenges that prevent the realization of IScaler's full potential, including exploration errors and long learning time. These challenges are tackled by proposing an architecture that embeds an Intelligent Scaling and Placement module (ISP). ISP utilizes IScaler and an optimizer based on heuristics as a bootstrapper and backup. Finally, we use the Google Cluster Usage Trace dataset to perform real-life simulations and illustrate the effectiveness of IScaler's multi-application autonomous resource provisioning.","1932-4537","","10.1109/TNSM.2021.3066625","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9380677","Resource provisioning;deep reinforcement learning (DRL);service placement;resource scaling;5G;6G;AI;Internet of Everything (IoE)","6G mobile communication;5G mobile communication;Clustering algorithms;Servers;Dynamic scheduling;Artificial intelligence;Internet of Things","","71","","42","IEEE","17 Mar 2021","","","IEEE","IEEE Journals"
"Energy-Efficient Resource Allocation Strategy in Massive IoT for Industrial 6G Applications","A. Mukherjee; P. Goswami; M. A. Khan; L. Manman; L. Yang; P. Pillai","Information Materials and Intelligent Sensing Laboratory of Anhui Province, Anhui University, Hefei, China; School of Computer Science and Communication Engineering, Jiangsu University, Zhenjiang, China; College of Computing and Information Technology, University of Bisha, Bisha, Saudi Arabia; School of Computer Science and Communication Engineering, Jiangsu University, Zhenjiang, China; Information Materials and Intelligent Sensing Laboratory of Anhui Province, and the Key Laboratory of Intelligent computing and Signal Processing, Ministry of Education, Anhui University, Hefei, China; Wolverhampton Cyber Research Institute, University of Wolverhampton, Wolverhampton, U.K.",IEEE Internet of Things Journal,"24 Mar 2021","2021","8","7","5194","5201","The birth of beyond 5G (B5G) and emerge of 6G have made personal and industrial operations more reliable, efficient, and profitable, accelerating the development of the next-generation Internet of Things (IoT). We know, one of the most important key performance indicators in 6G is smart network architecture, and in massive IoT applications, energy-efficient ubiquity networks rely mainly on the intelligence and automation for industrial applications. This article addresses the energy consumption problem with a massive IoT system model with dynamic network architecture or clustering using a multiagent system (MAS) for industrial 6G applications. The work uses distributed artificial intelligence (DAI) to cluster the sensor nodes in the system to find the main node and predict its location. The work initially uses the backpropagation neural network (BPNN) and convolutional neural network (CNN), which are, respectively, introduced for optimization. Furthermore, the work analyzes the correlation of mutual clusters to allocate resources to individual nodes in each cluster efficiently. The simulation results show that the proposed method reduces the waste of resources caused by redundant data, improves the energy efficiency of the whole network, along with information preservation.","2327-4662","","10.1109/JIOT.2020.3035608","Natural Science Foundation of Anhui Province(grant numbers:2008085MF186); National Natural Science Foundation of China(grant numbers:41874174); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9247128","6G;convolutional neural networks (CNNs);data mining;distributed artificial intelligence (DAI);Gaussian Copula theory;multiagent system (MAS);resource allocation","6G mobile communication;Internet of Things;Resource management;Data mining;Sensors;Computational modeling;Wireless sensor networks","","83","","35","IEEE","3 Nov 2020","","","IEEE","IEEE Journals"
"Blockchain and Artificial Intelligence for Dynamic Resource Sharing in 6G and Beyond","S. Hu; Y. -C. Liang; Z. Xiong; D. Niyato",University of Electronic Science and Technology of China; University of Electronic Science and Technology of China; Singapore University of Technology and Design; Nanyang Technological University,IEEE Wireless Communications,"10 Sep 2021","2021","28","4","145","151","Wireless resources, such as spectrum, computation, infrastructures and so on, are critical in 6G and beyond. Dynamic Resource Sharing (DRS), which improves the resource utilization compared to the static and fixed resource allocation, thus needs to be further exploited. Blockchain and AI are two promising techniques for DRS in 6G and beyond. In this article, a blockchain and AI-empow-ered DRS architecture is proposed, where block-chain is used to achieve the functionalities in DRS with improved distribution, security and automation, and AI is implemented to improve the performance of pattern recognition and decision-making in DRS. Finally, a case study where dynamic spectrum sharing is implemented within the proposed architecture, and deep reinforcement learning is used and shown to optimize the profit ratio of the users.","1558-0687","","10.1109/MWC.001.2000409","National Natural Science Foundation of China(grant numbers:61631005,61571100,U1801261); Fundamental Research Funds for the Central Universities(grant numbers:ZYGX2019Z022); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9382024","","Blockchains;Artificial intelligence;Resource management;6G mobile communication;Dynamic scheduling;Smart contracts;Pattern recognition","","60","","15","IEEE","19 Mar 2021","","","IEEE","IEEE Magazines"
"Evolution Towards 6G Intelligent Wireless Networks: The Motivations and Challenges on the Enabling Technologies","N. M. Nasir; S. Hassan; K. M. Zaini","InterNetWorks Research Lab, Universiti Utara Malaysia, Kedah, Malaysia; InterNetWorks Research Lab, Universiti Utara Malaysia, Kedah, Malaysia; InterNetWorks Research Lab, Universiti Utara Malaysia, Kedah, Malaysia",2021 IEEE 19th Student Conference on Research and Development (SCOReD),"29 Dec 2021","2021","","","305","310","The rapid development and advancement of mobile communication technology since the world’s first cellular mobile communication service was launched, has led to the emergence and evolution of new generation systems that can be seen in every decade. The fifth-generation (5G), recently appearing generation are being deployed to meet the needs of new use cases with diverse technologies and equipment and to support the massive number of Internet-connected devices and Internet of Thing (IoT) in the coming years. However, some technical issues and more unfulfilled expectations in 5G already have been identified, which become a driving force to a significant movement leading to the standardization of the new generation, the sixth generation (6G) means to expand 5G capabilities to a higher level to allow massive IoT-enabled within the intelligent wireless network. The 6G networks are projected to come with the key features of advanced network virtualization, space-air-ground integrated networking, and omnipresent intelligence. In this paper, we present a survey on wireless evolution towards the 6G networks with a focus on the main driving forces behind the movement to 6G. In addition, different technologies and uses cases of 6G networks are reviewed in this article. The expected features and key technologies on the network slicing technology with the Artificial Intelligent (AI) enhancement to enabling a multitude of services with varying quality of service (QoS) requirements and its challenge in 6G also will be discussed.","2643-2447","978-1-6654-0193-7","10.1109/SCOReD53546.2021.9652750","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9652750","5G limitations;use cases;isolation;network slicing;AI","6G mobile communication;5G mobile communication;Network slicing;Wireless networks;Quality of service;Standardization;Network resource management","","5","","24","IEEE","29 Dec 2021","","","IEEE","IEEE Conferences"
"Extensive Edge Intelligence for Future Vehicular Networks in 6G","W. Qi; Q. Li; Q. Song; L. Guo; A. Jamalipour","Chongqing University of Posts and Telecommunications; Northeastern University, Shenyang; Chongqing University of Posts and Telecommunications; Chongqing University of Posts and Telecommunications; The University of Sydney",IEEE Wireless Communications,"10 Sep 2021","2021","28","4","128","135","The 6th generation mobile network (6G) is expected to achieve a fully connected world. As a key enabling technology in 6G, edge intelligence (EI) combines artificial intelligence (AI) with mobile edge computing (MEC), further releasing the potential of edge-side data. However, edge resources from roadside units (RSUs) and base stations are insufficient to match the wide variety of services in future vehicular networks. Extensive EI with auxiliary edge resources from parked vehicles is therefore introduced in this article. To achieve the coordination between extensive edge resources and EI-assisted services for vehicular networks in 6G, we propose an intelligent service-ori-ented edge resource management architecture, which makes full use of knowledge extracted from a large amount of sensory data in vehicular networks. As a case study, a prediction-based edge resource activation method under this architecture is proposed, where resources of parked vehicles are activated based on the predicted user density. Simulation results demonstrate that our prediction model has high accuracy and the pre-diction-based resource activation approach can reduce deployment cost.","1558-0687","","10.1109/MWC.001.2000393","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9382020","","6G mobile communication;Resource management;Ad hoc vehicular networks;Data mining;Machine learning;Edge computing;Urban areas","","48","","15","IEEE","19 Mar 2021","","","IEEE","IEEE Magazines"
"How To Make 6G a General Purpose Technology: Prerequisites and value creation paradigm shift","V. Ziegler; S. Yrjölä","Nokia Bell Labs & CTO, Munich, Germany; Nokia, Oulu, Finland",2021 Joint European Conference on Networks and Communications & 6G Summit (EuCNC/6G Summit),"28 Jul 2021","2021","","","586","591","6G era and the post-pandemic future will be driven by the need and the opportunity to serve society and mankind in the 2030s by connecting the physical, digital and biological worlds. Novel use cases will provide value from augmenting human intelligence, creating new digital worlds and controlling the automatons for step change in efficiency and labor productivity and safety. We propose and explore a framework of 6G composite value from novel use cases as well as from 6G research, technology and architecture. Key components of the framework are input in terms of capital and labor, process and performance improvement, value output as well as ecosystem enabling parameters. Process and performance improvement will be driven by 6G enabling technologies such as pervasive Artificial Intelligence and Machine Learning, sub-Terahertz spectrum and new spectrum technologies, network co-design for radio sensing and communications and, technologies to cater for extreme connectivity requirements. A variety of innovations in 6G network architecture such as het-cloud transformation, leverage of specialized networks, radio access and core network convergence as well as novel security technologies for trust will be part of the anticipated technology push. Ecosystem enabling parameters will need to include open collaboration, vehicles of the shared economy such as open source as well as spectrum regulation aspects. Results indicate that 6G can be characterized as an emerging general-purpose technology being pervasive, having dynamism for continuous technical improvements, and enabling innovational complementarities across a wide range of industry sectors.","2575-4912","978-1-6654-1526-2","10.1109/EuCNC/6GSummit51104.2021.9482431","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9482431","ecosystem;business model;cellular communication;sub-networks;wireless networks;6G","6G mobile communication;Performance evaluation;Industries;Scalability;Ecosystems;Collaboration;Regulation","","18","","38","IEEE","28 Jul 2021","","","IEEE","IEEE Conferences"
"Toward a 6G AI-Native Air Interface","J. Hoydis; F. A. Aoudia; A. Valcarce; H. Viswanathan",Nokia Bell Labs; Nokia Bell Labs; Nokia Bell Labs; Nokia Bell Labs,IEEE Communications Magazine,"3 Jun 2021","2021","59","5","76","81","Each generation of cellular communication systems is marked by a defining disruptive technology of its time, such as OFDM for 4G or Massive MIMO for 5G. Since AI is the defining technology of our time, it is natural to ask what role it could play for 6G. While it is clear that 6G must cater to the needs of large distributed learning systems, it is less certain if AI will play a defining role in the design of 6G itself. The goal of this article is to paint a vision of a new air interface that is partially designed by AI to enable optimized communication schemes for any hardware, radio environment, and application.","1558-1896","","10.1109/MCOM.001.2001187","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9446676","","6G mobile communication;Communication systems;Distance learning;OFDM;Communication channels;Massive MIMO;Hardware;Data science;Artificial intelligence","","92","","15","IEEE","3 Jun 2021","","","IEEE","IEEE Magazines"
