"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Wireless Sensor Networks and Green Networking for 6G communication- An Overview","R. Salama; F. Al-Turjman; D. Bordoloi; S. P. Yadav","Department of Computer Engineering, AI and Robotics Institute, Research Center for AI and IoT, Near East University, Nicosia, Turkey; Artificial Intelligence Engineering Dept., AI and Robotics Institute, Near East University, Nicosia, Turkey; Dept. of Computer Science and Engineering, Graphic Era Hill University, Dehradun RS, CSE Graphic Era University, Dehradun; Department of Computer Science and Engineering, G.L. Bajaj Institute of technology and Management (GLBITM), Greater Noida, India","2023 International Conference on Computational Intelligence, Communication Technology and Networking (CICTN)","7 Jun 2023","2023","","","830","834","Wireless sensor networks and green networking have been major research areas in the field of communication technology for the past few decades. In particular, the development of 6G communication systems has brought renewed focus on these areas, as the demands for higher data rates, more diverse applications, and lower energy consumption continue to increase. The use of wireless sensor networks in 6G communication systems has been widely explored in the literature, and has shown great potential for a wide range of applications, including environmental monitoring, industrial process control, and healthcare. However, a key challenge in the deployment of these networks is ensuring their energy efficiency, as the demands on the network will be much higher than in previous generations. To address this challenge, researchers have proposed various green networking techniques, such as energy harvesting and low-power communication protocols, which have been shown to significantly reduce the energy consumption of the sensors. In addition to improving the energy efficiency of wireless sensor networks, researchers have also studied their reliability, scalability, and adaptability. These properties are important in 6G communication systems, as the demands on the network are expected to be much higher than in previous generations. Researchers have proposed various methods to improve the reliability, scalability, and adaptability of wireless sensor networks, including the use of error-correction codes, redundant communication channels, and machine learning algorithms.","","979-8-3503-3802-7","10.1109/CICTN57981.2023.10141262","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10141262","Wireless;Sensor Networks;Green Networking;6G communication systems","6G mobile communication;Wireless sensor networks;Energy consumption;Protocols;Scalability;Green products;Process control","","32","","20","IEEE","7 Jun 2023","","","IEEE","IEEE Conferences"
"Zero-Trust UAV-enabled and DT-supported 6G Networks","I. A. Ridhawi; M. Aloqaily","Kuwait College of Science and Technology, Kuwait; Mohamed bin Zayed University of Artificial Intelligence, UAE",GLOBECOM 2023 - 2023 IEEE Global Communications Conference,"26 Feb 2024","2023","","","6171","6176","The Sixth Generation (6G) network is a cooperative network that relies on the capabilities of edge and end-devices. Unmanned Aerial Vehicles (UAV) will play a significant role in this cooperative environment, by enabling aerial connectivity, high-speed data transmission, and network densification for both ground and aerial users. Such a cooperative non-conventional network infrastructure, especially with a one that relies on UAV swarms, cannot adopt conventional centralized intrusion detection and prevention systems. This paper presents a new framework that integrates the Zero-Trust Architecture (ZTA) into 6G networks to secure UAV communication. Contrary to the conventional ZTA, the proposed framework adapts a trust mechanism suitable for decentralized networks that maintains the security, privacy and authenticity of both UAV devices and their metaverse counterparts. A Federated Learning (FL) approach is adopted on UAV devices to support accurate and on-time decision making. Learnt models and trust scores are added onto a blockchain to support the ZTA. Experimental results reveal that the proposed architecture can maintain high levels of intrusion prevention and authenticity for UAVs.","2576-6813","979-8-3503-1090-0","10.1109/GLOBECOM54140.2023.10437186","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10437186","Federated learning;6G;zero trust;UAV;swarm;metaverse;digital twin","6G mobile communication;Privacy;Intrusion detection;Autonomous aerial vehicles;Zero Trust;Blockchains;Task analysis","","1","","12","IEEE","26 Feb 2024","","","IEEE","IEEE Conferences"
"Multi-Dimensional Resource Orchestration Toward Edge Intelligence in 6G Networks","X. Zhang; P. Han; C. Feng; T. Ma; L. Guo","Chongqing University of Posts and Telecommunications, China; Guangdong University of Technology, China; Chongqing University of Posts and Telecommunications, China; Chongqing University of Posts and Telecommunications, China; Chongqing University of Posts and Telecommunications, China",IEEE Communications Magazine,"28 Dec 2023","2023","61","12","46","52","The sixth generation (6G) networks will support a range of intelligent applications such as face recognition and next-word prediction. However, relying on remote central clouds to implement these applications cannot meet the high-quality service (QoS) requirements of 6G users. Multi-access edge computing (MEC) is a powerful approa ch to providing services by leveraging the multi-dimensional resources available at the network edge, including heterogeneous network infrastructures with different computation and communication capacities. MEC makes it promising to achieve Edge Intelligence (EI). This article introduces multi-dimensional resource orchestration toward EI in 6G networks. Specifically, we highlight the key features of 6G from the perspectives of infrastructure, services, and users. Based on these features, we summarize potential technologies that can enable EI over multi-dimensional resources. These include scheduling of mobility-assisted edge networks, Zero-touch Network and Service Management (ZSM), and collaboration among distributed users with private data. To address the most general graph-structured services, we investigate a multi-dimensional resource orchestration method based on Node-Link Policy Network Reinforcement Learning (NL-PNRL). By exploring online resource allocation for services, the proposed method can improve the revenue-cost ratio of the infrastructure provider. Finally, we analyze open challenges for future research in this area.","1558-1896","","10.1109/MCOM.005.2200905","National Natural Science Foundation of China(grant numbers:62201105,62331017,62221005); Natural Science Foundation of Chongqing(grant numbers:cstc2021jcyj-msxmX0404); Chongqing Municipal Education Commission(grant numbers:KJQN202100643); China Postdoctoral Science Foundation(grant numbers:2021M700563); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10216781","","6G mobile communication;Distributed databases;Autonomous aerial vehicles;5G mobile communication;Resource management;Collaboration;Training","","5","","15","IEEE","14 Aug 2023","","","IEEE","IEEE Magazines"
"On the Road to 6G: Visions, Requirements, Key Technologies, and Testbeds","C. -X. Wang; X. You; X. Gao; X. Zhu; Z. Li; C. Zhang; H. Wang; Y. Huang; Y. Chen; H. Haas; J. S. Thompson; E. G. Larsson; M. D. Renzo; W. Tong; P. Zhu; X. Shen; H. V. Poor; L. Hanzo","National Mobile Communications Research Laboratory, School of Information Science and Engineering, Southeast University, Nanjing, China; National Mobile Communications Research Laboratory, School of Information Science and Engineering, Southeast University, Nanjing, China; National Mobile Communications Research Laboratory, School of Information Science and Engineering, Southeast University, Nanjing, China; National Mobile Communications Research Laboratory, School of Information Science and Engineering, Southeast University, Nanjing, China; National Mobile Communications Research Laboratory, School of Information Science and Engineering, Southeast University, Nanjing, China; National Mobile Communications Research Laboratory, School of Information Science and Engineering, Southeast University, Nanjing, China; Pervasive Communication Research Center, Purple Mountain Laboratories, Nanjing, China; National Mobile Communications Research Laboratory, School of Information Science and Engineering, Southeast University, Nanjing, China; Department of Engineering, University of Durham, Durham, U.K.; Department of Electronic and Electrical Engineering, LiFi Research and Development Center, University of Strathclyde, Glasgow, U.K.; Institute for Digital Communications, School of Engineering, University of Edinburgh, Edinburgh, U.K.; Department of Electrical Engineering (ISY), Linköping University, Linköping, Sweden; Université Paris-Saclay, CNRS, CentraleSupélec, Laboratoire des Signaux et Systèmes, Gif-sur-Yvette, France; Wireless Advanced System and Competency Centre, HUAWEI Technologies Canada Company Ltd., Ottawa, ON, Canada; Wireless Technology Lab, HUAWEI Technologies Canada Company Ltd., Ottawa, Canada; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, Canada; Department of Electrical and Computer Engineering, Princeton University, Princeton, NJ, USA; School of Electronics and Computer Science, University of Southampton, Southampton, U.K.",IEEE Communications Surveys & Tutorials,"22 May 2023","2023","25","2","905","974","Fifth generation (5G) mobile communication systems have entered the stage of commercial deployment, providing users with new services, improved user experiences as well as a host of novel opportunities to various industries. However, 5G still faces many challenges. To address these challenges, international industrial, academic, and standards organizations have commenced research on sixth generation (6G) wireless communication systems. A series of white papers and survey papers have been published, which aim to define 6G in terms of requirements, application scenarios, key technologies, etc. Although ITU-R has been working on the 6G vision and it is expected to reach a consensus on what 6G will be by mid-2023, the related global discussions are still wide open and the existing literature has identified numerous open issues. This paper first provides a comprehensive portrayal of the 6G vision, technical requirements, and application scenarios, covering the current common understanding of 6G. Then, a critical appraisal of the 6G network architecture and key technologies is presented. Furthermore, existing testbeds and advanced 6G verification platforms are detailed for the first time. In addition, future research directions and open challenges are identified to stimulate the on-going global debate. Finally, lessons learned to date concerning 6G networks are discussed.","1553-877X","","10.1109/COMST.2023.3249835","National Key Research and Development Program of China(grant numbers:2018YFB1801101); National Natural Science Foundation of China(grant numbers:61960206006,62122020); Key Technologies Research and Development Program of Jiangsu (Prospective and Key Technologies for Industry)(grant numbers:BE2022067,BE2022067-1,BE2022067-5); EU H2020 RISE TESTBED2 Project(grant numbers:872172); EU H2020 ARIADNE Project(grant numbers:871464); EU H2020 RISE-6G Project(grant numbers:101017011); U.S. National Science Foundation(grant numbers:CCF-1908308,CNS-2128448); Engineering and Physical Sciences Research Council Project(grant numbers:EP/W016605/1,EP/X01228X/1); European Research Council’s Advanced Fellow Grant QuantCom(grant numbers:789028); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10054381","6G vision;6G key performance indicators (KPIs);6G application scenarios;6G network architecture;6G key technologies;6G testbeds;6G challenges","6G mobile communication;5G mobile communication;Wireless communication;Industries;Tutorials;Millimeter wave communication;Research and development","","573","","662","IEEE","27 Feb 2023","","","IEEE","IEEE Journals"
"Low Altitude 3-D Coverage Performance Analysis of Cell-Free RAN for 6G Systems","J. Li; Q. Pan; Z. Wan; P. Zhu; D. Wang; M. Lou; J. Jin; F. Liu; X. You","National Mobile Communications Research Laboratory, Southeast University, Nanjing, China; National Mobile Communications Research Laboratory, Southeast University, Nanjing, China; National Mobile Communications Research Laboratory, Southeast University, Nanjing, China; National Mobile Communications Research Laboratory, Southeast University, Nanjing, China; National Mobile Communications Research Laboratory, Southeast University, Nanjing, China; Future Research Laboratory, China Mobile Research Institute, Beijing, China; Future Research Laboratory, China Mobile Research Institute, Beijing, China; 54th Research Institute of Electronics Technology Group Corporation, Shijiazhuang, China; National Mobile Communications Research Laboratory, Southeast University, Nanjing, China",IEEE Transactions on Vehicular Technology,"18 Dec 2023","2023","72","12","16163","16176","In this article, we propose to utilize a more flexible and scalable cell-free radio access network (CF-RAN) for 6G systems to promote the coverage performance of the low altitude three-dimensional (3-D) scenarios, where unmanned aerial vehicles (UAVs) and ground users (GUEs) are coexisted. User-centric association strategy and scalable receiving schemes such as maximum ratio combing (MRC), partial zero-forcing (P-ZF) and partial minimum-mean-square error (P-MMSE) are adopted to reduce the interference between UAVs and GUEs and improve the scalability of signal processing. Closed-form expressions for uplink spectral efficiency (SE) are derived with considered receivers. Based on the derived closed-form expressions, we propose a power allocation strategy by solving a multi-objective optimization problem between maximizing the average SE of UAVs and GUEs simultaneously with intelligent algorithm——Deep Q-Network (DQN). Numerical results verify the accuracy of the derived closed-form expressions and the effectiveness of the proposed power allocation schemes for low altitude 3-D coverage with coexisted UAVs and GUEs. The coverage performance analysis under various system parameters offers much of flexibilities for the optimization of the low altitude CF-RAN systems.","1939-9359","","10.1109/TVT.2023.3296794","National Key R&D Program of China(grant numbers:2021YFB2900300); National Natural Science Foundation of China(grant numbers:61971127,61871122); Southeast University-China Mobile Research Institute Joint Innovation Center; Major Key Project of PCL(grant numbers:PCL2021A01-2); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10192084","Cell-free RAN;3-D coverage;scalability;multi-objective optimization;UAV communications","Scalability;Autonomous aerial vehicles;Rician channels;Uplink;Massive MIMO;Payloads;Computer architecture","","2","","34","IEEE","24 Jul 2023","","","IEEE","IEEE Journals"
"Semantic Slicing across the Distributed Intelligent 6G Wireless Networks","L. Lovén; H. F. Shahid; L. Nguyen; E. Harjula; O. Silvén; S. Pirttikangas; M. B. López","Center for Ubiquitous Computing, University of Oulu, Oulu, Finland; Center for Wireless Communication, University of Oulu, Oulu, Finland; Center for Machine Vision and Signal Analysis, University of Oulu, Oulu, Finland; Center for Wireless Communication, University of Oulu, Oulu, Finland; Center for Machine Vision and Signal Analysis, University of Oulu, Oulu, Finland; Center for Ubiquitous Computing, University of Oulu, Oulu, Finland; Center for Machine Vision and Signal Analysis, University of Oulu, Oulu, Finland","2023 20th Annual IEEE International Conference on Sensing, Communication, and Networking (SECON)","23 Oct 2023","2023","","","79","84","In the age of the Internet of Things (IoT) and the expanding computing continuum, it’s crucial to manage and share resources at the edges of networks. This position paper presents a new concept known as ’semantic slicing’. This approach harnesses the power of artificial intelligence (AI), wireless networks, edge computing, and sensing technologies to enable novel applications, optimize resource allocation, and streamline data processing and decision-making across complex systems spanning the computing continuum. Semantic slicing applies a deep understanding of the data and specific application requirements to intelligently allocate resources and distribute processing tasks in the computing continuum. This strategy allows for the creation of systems that are not only more efficient and responsive, but also better equipped to adapt to a variety of applications and services.","2155-5494","979-8-3503-0052-9","10.1109/SECON58729.2023.10287519","Academy of Finland; Health; European Commission; Business Finland; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10287519","","6G mobile communication;Wireless networks;Semantics;Decision making;Data processing;Sensors;Resource management","","4","","36","IEEE","23 Oct 2023","","","IEEE","IEEE Conferences"
"Towards Open 6G: Experimental O-RAN Framework for Predictive Uplink Slicing","R. Wiebusch; N. A. Wagner; D. Overbeck; F. Kurtz; C. Wietfeld","Communication Networks Institute, TU Dortmund University, Dortmund; Communication Networks Institute, TU Dortmund University, Dortmund; Communication Networks Institute, TU Dortmund University, Dortmund; Communication Networks Institute, TU Dortmund University, Dortmund; Communication Networks Institute, TU Dortmund University, Dortmund",ICC 2023 - IEEE International Conference on Communications,"23 Oct 2023","2023","","","4834","4839","Traditional cellular Radio Access Networks (RANs) are associated with significant costs and low agility due to proprietary hard- and software resulting in vendor lock-ins. Open RAN promises to change this by harnessing open source and Commercial of-the-Shelf (COTS) solutions. Hence, the Open Radio Access Network (O-RAN) Alliance, a consortium of partners from industry and research, aims to identify and close gaps in 3rd Generation Partnership Project (3GPP) specifications. It defines a software-centric RAN architecture with open interfaces to increase interoperability, strengthen innovation and lower market entry barriers towards future 6G infrastructures. A core concept in this context is the near-Real-Time RAN Intelligent Controller (RIC), a virtual platform for hosting so-called xApps. These software-based network functions provide functionalities such as monitoring or network slicing. Using proactive resource management, slicing has the potential of enabling concurrent service profiles such as Ultra-Reliable Low Latency Communication (URLLC) and Enhanced Mobile Broadband (eMBB), while rising spectral efficiency and lowering latency. Thus, this work introduces an O-RAN-based framework for predictive uplink slicing. An xApp is presented, harnessing deep learning to dynamically reconfigure RAN scheduling via the RIC's E2 interface. The evaluation is performed on the challenging example of URLLC traffic from the Smart Grid domain via an experimental laboratory setup. O-RAN introduces additional interfaces, yet the framework performs about on par with proprietary solutions with latencies down to 5 ms.","1938-1883","978-1-5386-7462-8","10.1109/ICC45041.2023.10279730","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10279730","","6G mobile communication;Technological innovation;Spectral efficiency;Ultra reliable low latency communication;Software;Smart grids;3GPP","","3","","20","IEEE","23 Oct 2023","","","IEEE","IEEE Conferences"
"Toward User-Centric Resource Allocation for 6G: An Economic Perspective","J. Chen; B. Qian; Y. Xu; H. Zhou; X. Shen","Peng Cheng Laboratory, China; Peng Cheng Laboratory, China; Nanjing University, China; Nanjing University, China; University of Waterloo, Canada",IEEE Network,"5 Sep 2023","2023","37","2","254","261","This article presents an economics-inspired solution for realizing user-centric resource allocation for 6G. Particularly, the user-centric criterion is proposed based on users' subjective values, that is, quality of experience (QoE) on services, thereby satisfying the most desired demands of all users. Furthermore, the price is utilized as the indicator of users' values, and the total value of information conveyed to users is prioritized so that the user-centric resource allocation is economically efficient. In addition, a Cybertwin-assisted core network is introduced as a practical solution for implementing user-centric resource allocation. A resource market with appropriate market rules is developed from auction theory. It is demonstrated through simulations that our proposed user-centric resource allocation solution can convey more personalized value to users.","1558-156X","","10.1109/MNET.115.2200027","Natural Science Foundation of China(grant numbers:62001259,61871211); Natural Sciences and Engineering Research Council of Canada; Nanjing University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9848429","","Resource management;Costs;Quality of experience;6G mobile communication;Dynamic scheduling;Ultra reliable low latency communication;Wireless communication","","11","","15","IEEE","2 Aug 2022","","","IEEE","IEEE Magazines"
"Exploring the Impact of 5G and the Promise of 6G: Transforming Healthcare Strategies and Technology","D. Manimegalai; M. Karthikeyan","Department of Electrical and Electronics Engineering, Rajalakshmi Engineering College, Thandalam, India; Centre for Advanced Wireless Integrated Technology, Chennai Institute of Technology, Chennai, India","2023 International Conference on Research Methodologies in Knowledge Management, Artificial Intelligence and Telecommunication Engineering (RMKMATE)","3 Jan 2024","2023","","","1","8","Healthcare administrations are increasingly adopting intelligent outcome-driven care strategies, aiming to deliver high-quality treatment at reduced costs while maintaining excellent quality of service (QoS). The 5G of mobile services offers substantial improvements over its predecessors, such as 3G and 4G, making it a significant asset. However, like any technological advancement, 5G is expected to bring forth new challenges, encouraging the exploration of what lies ahead. This research delves into the most recent advancements in smart 5G technology and their significant impacts on the healthcare sector. Furthermore, it examines the potential of upcoming 6G technology to revolutionize the healthcare industry, exceeding the capabilities of current 5G systems.","","979-8-3503-0570-8","10.1109/RMKMATE59243.2023.10368780","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10368780","Fifth generation (5G);6G technology;Future of healthcare;Smart value-based care;Healthcare industry","6G mobile communication;Industries;Privacy;Patient monitoring;5G mobile communication;Packet loss;Medical services","","","","17","IEEE","3 Jan 2024","","","IEEE","IEEE Conferences"
"XcARet: XAI based Green Security Architecture for Resilient Open Radio Access Networks in 6G","P. Porambage; J. Pinola; Y. Rumesh; C. Tao; J. Huusko","VTT Technical Research Centre, Finland; VTT Technical Research Centre, Finland; VTT Technical Research Centre, Finland; VTT Technical Research Centre, Finland; VTT Technical Research Centre, Finland",2023 Joint European Conference on Networks and Communications & 6G Summit (EuCNC/6G Summit),"26 Jul 2023","2023","","","699","704","The fixed security solutions and related security configurations may no longer meet the diverse requirements of 6G networks. Open Radio Access Network (O-RAN) architecture is going to be one key entry point to 6G where the direct user access is granted. O-RAN promotes the design, deployment and operation of the RAN with open interfaces and optimized by intelligent controllers. O-RAN networks are to be implemented as multi-vendor systems with interoperable components and can be programmatically optimized through centralized abstraction layer and data driven closed-loop control. However, since O-RAN contains many new open interfaces and data flows, new security issues may emerge. Providing the recommendations for dynamic security policy adjustments by considering the energy availability and risk or security level of the network is something lacking in the current state-of-the-art. When the security process is managed and executed in an autonomous way, it must also assure the transparency of the security policy adjustments and provide the reasoning behind the adjustment decisions to the interested parties whenever needed. Moreover, the energy consumption for such security solutions are constantly bringing overhead to the networking devices. Therefore, in this paper we discuss XAI based green security architecture for resilient open radio access networks in 6G known as XcARet for providing cognitive and transparent security solutions for O-RAN in a more energy efficient manner.","2575-4912","979-8-3503-1102-0","10.1109/EuCNC/6GSummit58263.2023.10188316","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10188316","O-RAN;explainability;security;energy effi-ciency;6G","6G mobile communication;Energy consumption;Energy efficiency;Cognition;Security;Radio access networks","","6","","15","IEEE","26 Jul 2023","","","IEEE","IEEE Conferences"
"Channel Modeling and Estimation for Reconfigurable-Intelligent-Surface-Based 6G SAGIN IoT","X. Meng; N. Zhang; M. Jian; M. Kadoch; D. Yang","School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, Beijing, China; Algorithm Department, ZTE Cooperations, Shenzhen, Guangdong, China; Algorithm Department, ZTE Cooperations, Shenzhen, Guangdong, China; ETS, University of Quebec, Montreal, Canada; School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, Beijing, China",IEEE Internet of Things Journal,"17 May 2023","2023","10","11","9273","9282","The design of the Internet of Things (IoT) system over space–air–ground-integrated network (SAGIN) is still in its infancy. It is critical to get 6G technology involved, in order to address the current problems in the combined SAGIN and IoT ecosystem. This work utilizes a reconfigurable intelligent surface (RIS) to enhance the existing SAGIN infrastructure. We highlight channel modeling and estimate as a major component of RIS beam control and present a sparse Bayesian super-resolution estimation approach to achieve a good balance of accuracy and computing complexity. Our numerical results justify that, with our proposed models and algorithms, RIS will become a cost-effective and spectral-efficient solution for SAGIN-based 6G networks.","2327-4662","","10.1109/JIOT.2022.3224847","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9964037","6G;channel estimation;intelligent reflective surface (RIS);Internet of Things (IoT);space–air–ground–integrated network (SAGIN)","Wireless communication;Space-air-ground integrated networks;Internet of Things;Communication systems;Base stations;Communication system security;Millimeter wave communication","","6","","21","IEEE","25 Nov 2022","","","IEEE","IEEE Journals"
"Reconfigurable Intelligent Surfaces for 6G: Nine Fundamental Issues and One Critical Problem","Z. Zhang; L. Dai","Department of Electronic Engineering, Tsinghua University, Beijing National Research Center for Information Science and Technology (BNRist), Beijing, China; Department of Electronic Engineering, Tsinghua University, Beijing National Research Center for Information Science and Technology (BNRist), Beijing, China",Tsinghua Science and Technology,"19 May 2023","2023","28","5","929","939","Thanks to the recent advances in metamaterials, Reconfigurable Intelligent Surface (RIS) has emerged as a promising technology for future 6G wireless communications. Benefiting from its high array gain, low cost, and low power consumption, RISs are expected to greatly enlarge signal coverage, improve system capacity, and increase energy efficiency. In this article, we systematically overview the emerging RIS technology with the focus on its key basics, nine fundamental issues, and one critical problem. Specifically, we first explain the RIS basics, including its working principles, hardware structures, and potential benefits for communications. Based on these basics, nine fundamental issues of RISs, such as “What's the differences between RISs and massive MIMO?” and “Is RIS really intelligent?”, are explicitly addressed to elaborate its technical features, distinguish it from existing technologies, and clarify some misunderstandings in the literature. Then, one critical problem of RISs is revealed that, due to the “multiplicative fading” effect, existing passive RISs can hardly achieve visible performance gains in many communication scenarios with strong direct links. To address this critical problem, a potential solution called active RISs is introduced, and its effectiveness is demonstrated by numerical simulations.","1007-0214","","10.26599/TST.2023.9010001","National Key Research and Development Program of China(grant numbers:2020YFB1805005); National Natural Science Foundation of China(grant numbers:62031019); European Commission(grant numbers:956256); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10130029","Reconfigurable Intelligent Surface (RIS);sixth generation mobile system (6G);wireless communications","6G mobile communication;Wireless communication;Fading channels;Power demand;Massive MIMO;Performance gain;Numerical simulation","","28","","28","","19 May 2023","","","TUP","TUP Journals"
"HDFRL-empowered Energy Efficient Resource Allocation for Aerial MEC-enabled Smart City Cyber Physical System in 6G","A. M. Seid; H. N. Abishu; A. Erbad; M. Guizani","Division of Information and Computing Technology, College of Science and Engineering, Hamad Bin Khalifa University, Doha, Qatar; School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu; Division of Information and Computing Technology, College of Science and Engineering, Hamad Bin Khalifa University, Doha, Qatar; Mohamed Bin Zayed University of Artificial Intelligence (MBZUAI), Abu Dhabi, UAE",2023 International Wireless Communications and Mobile Computing (IWCMC),"21 Jul 2023","2023","","","836","841","A cyber-physical system (CPS) is a promising paradigm in 5G and future 6G networks that controls physical components through computing and communication while ensuring efficacy, intelligence, and security. The number of smart mobile devices or sensors in smart cities is growing very fast. These devices can process applications in real-time only for a short time due to limited resource capacity. The Mobile Edge Computing (MEC) paradigm is a prominent solution that allows devices to offload intensive tasks and allocate resources. However, the terrestrial MEC servers will be overwhelmed and unable to meet the requirements of 6G technologies for ultra-low-latency applications and mobile devices. Aerial-borne MEC servers have recently supported ultra-reliable, low-latency communication applications and mobile devices in an emergency scenario by providing resources and relaying them to a cloud server. In the intelligent aerial-enabled smart city CPS (S2CPS), decisionmaking tasks such as resource allocation, association, and ensuring trust between links are challenging, and the optimization problem is multi-objective. Therefore, we proposed a hierarchical, deep federated learning-empowered, energy-efficient resource allocation for aerial-enabled S2CPS to minimize the overall energy consumption while considering the quality of service of user devices and the privacy of task offloading in a dynamic environment. We validated the proposed framework through extensive simulations, proving it outperformed the baseline algorithms.","2376-6506","979-8-3503-3339-8","10.1109/IWCMC58020.2023.10182529","Qatar National Research Fund; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10182529","HAPS;software-defined networks;MARL;Internet of Vehicles;Resource allocation","6G mobile communication;Energy consumption;Smart cities;Mobile handsets;Real-time systems;Energy efficiency;Resource management","","2","","13","IEEE","21 Jul 2023","","","IEEE","IEEE Conferences"
"An Adaptive Biomimetic Ant Colony Optimization With 6G Integration for IoT Network Communication","S. Khan; K. A. Awan; I. U. Din; A. Almogren; B. Seo-Kim","Directorate of Youth Affairs, District Youth Office, Haripur, Khyber Pakhtunkhwa, Pakistan; Department of Information Technology, The University of Haripur, Haripur, Pakistan; Department of Information Technology, The University of Haripur, Haripur, Pakistan; Department of Computer Science, College of Computer and Information Sciences, King Saud University, Riyadh, Saudi Arabia; Department of Software and Communications Engineering, Hongik University, Sejong, South Korea",IEEE Access,"8 Sep 2023","2023","11","","95584","95599","With the advent of the sixth-generation (6G) network and the expanding realm of the Internet of Things (IoT), the challenge of optimizing network communication within these rapidly evolving landscapes has become paramount. This article explores the domain of biomimetic algorithms, recognizing their potential as sophisticated solutions in these complex and transient environments. We introduce an innovative framework that enhances network communication by adapting intelligently to the rapidly changing IoT landscape and emerging 6G network infrastructure. Specifically, we present a method that leverages and extends the Ant Colony Optimization (ACO) algorithm in a manner uniquely suited to the challenges posed by the integration of IoT and 6G technologies. This enhanced algorithm incorporates a dynamic pheromone evaporation mechanism, a specialized module for multi-objective optimization, and a seamless integration of reinforcement learning principles. Together, these elements contribute to the increased robustness and efficacy of the algorithm, providing a powerful solution to the intricate problem of routing within the high-frequency, high-capacity environment of 6G networks, accommodating a diverse array of IoT devices. This methodological synthesis establishes a holistic strategy with the potential to revolutionize network optimization, laying the groundwork for future advances in wireless communication technology.","2169-3536","","10.1109/ACCESS.2023.3310273","King Saud University, Riyadh, Saudi Arabia, through Researchers Supporting Project(grant numbers:RSP2023R184); National Research Foundation (NRF), South Korea; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10234405","Ant colony optimization;6G;Internet of Things;adaptive pheromone evaporation;multi-objective optimization;reinforcement learning;network communication","Optimization;6G mobile communication;Internet of Things;Biomimetics;Heuristic algorithms;Adaptive systems;Ant colony optimization;Reinforcement learning;Network systems","","2","","32","CCBYNCND","30 Aug 2023","","","IEEE","IEEE Journals"
