"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Distributed Intelligence for Automated 6G Network Management Using Reinforcement Learning","S. Majumdar; S. Schwarzmann; R. Trivisonno; G. Carle","Munich Research Center, Huawei Technologies, Germany; Munich Research Center, Huawei Technologies, Germany; Munich Research Center, Huawei Technologies, Germany; Dept. of Informatics, Technical University of Munich, Germany",NOMS 2024-2024 IEEE Network Operations and Management Symposium,"2 Jul 2024","2024","","","1","4","The deployment of network elements in 6G is expected to be significantly more distributed than the existing 5G deployments. Distributed management paradigms are compatible with such distributed network deployments. Further, owing to their ability to solve complex problems by evaluating the impact of actions on the environment, intelligent solutions based on Reinforcement Learning (RL) for distributed management are promising. However, there are still several unsolved challenges before distributed intelligence could be seamlessly integrated in 6G. This work defines relevant research questions, reports on the progress made in the PhD project and presents the next steps and future directions for the advancement of this topic.","2374-9709","979-8-3503-2793-9","10.1109/NOMS59830.2024.10575318","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10575318","6G;network management;distributed intelligence;network architecture;reinforcement learning","6G mobile communication;5G mobile communication;Reinforcement learning;Distributed management","","","","12","IEEE","2 Jul 2024","","","IEEE","IEEE Conferences"
"Empowering Traffic Steering in 6G Open RAN With Deep Reinforcement Learning","F. Kavehmadavani; V. -D. Nguyen; T. X. Vu; S. Chatzinotas","Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, Esch-sur-Alzette, Luxembourg; College of Engineering and Computer Science and the Center for Environmental Intelligence, VinUniversity, Gia Lam, Hanoi, Vietnam; Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, Esch-sur-Alzette, Luxembourg; Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, Esch-sur-Alzette, Luxembourg",IEEE Transactions on Wireless Communications,"10 Oct 2024","2024","23","10","12782","12798","The sixth-generation (6G) wireless network landscape is evolving toward enhanced programmability, virtualization, and intelligence to support heterogeneous use cases. The O-RAN Alliance is pivotal in this transition, introducing a disaggregated architecture and open interfaces within the 6G network. Our paper explores an intelligent traffic steering (TS) scheme within the Open radio access network (RAN) architecture, aimed at improving overall system performance. Our novel TS algorithm efficiently manages diverse services, improving shared infrastructure performance amid unpredictable demand fluctuations. To address challenges like varying channel conditions, dynamic traffic demands, we propose a multi-layer optimization framework tailored to different timescales. Techniques such as long-short-term memory (LSTM), heuristics, and multi-agent deep reinforcement learning (MADRL) are employed within the non-real-time (non-RT) RAN intelligent controller (RIC). These techniques collaborate to make decisions on a larger timescale, defining custom control applications such as the intelligent TS-xAPP deployed at the near-real-time (near-RT) RIC. Meanwhile, optimization on a smaller timescale occurs at the RAN layer after receiving inferences/policies from RICs to address dynamic environments. The simulation results confirm the system’s effectiveness in intelligently steering traffic through a slice-aware scheme, improving eMBB throughput by an average of 99.42% over slice isolation.","1558-2248","","10.1109/TWC.2024.3396273","European Research Council (ERC) Actively Enhanced Cognition-based Framework for Design of Complex Systems (AGNOSTIC) project(grant numbers:H2020/ERC2020POC/957570/DREAM); Luxembourg National Research Fund, via project Risk-aware and Distributed Multiagent Reinforcement Learning for Resources and Control Management in Multilayer Ground-Air-Space Networks (RUTINE)(grant numbers:C22/IS/17220888); VinUniversity Seed Grant Program; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10528242","Deep reinforcement learning;open radio access network;traffic steering;network intelligence;traffic prediction;intelligent radio resource management","Ultra reliable low latency communication;Resource management;Throughput;Optimization;Quality of service;5G mobile communication;Long short term memory","","","","46","CCBY","9 May 2024","","","IEEE","IEEE Journals"
"Dynamic Neural Network-Based Resource Management for Mobile Edge Computing in 6G Networks","L. Ma; N. Cheng; C. Zhou; X. Wang; N. Lu; N. Zhang; K. Aldubaikhy; A. Alqasir","State Key Laboratory of ISN and the School of Telecommunications Engineering, Xidian University, Xi’an, China; State Key Laboratory of ISN and the School of Telecommunications Engineering, Xidian University, Xi’an, China; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada; State Key Laboratory of ISN and the School of Telecommunications Engineering, Xidian University, Xi’an, China; Department of Electrical and Computer Engineering, Queen’s University, Kingston, ON, Canada; Department of Electrical and Computer Engineering, University of Windsor, Windsor, ON, Canada; Department of Electrical Engineering, Qassim University, Buraydah, Saudi Arabia; Department of Electrical Engineering, Qassim University, Buraydah, Saudi Arabia",IEEE Transactions on Cognitive Communications and Networking,"6 Jun 2024","2024","10","3","953","967","Mobile edge computing (MEC) can be used to reduce the task delay for users with limited computing resources. However, in 6G networks, the diversity of tasks is greatly increased. For those extremely delay-sensitive small-size computing tasks, the inference delay of neural network (NN)-based algorithms such as resource allocation and task offloading cannot be ignored. As a hyperparameter, the inference cost of NN is usually difficult to adjust. Dynamic neural network (DyNN) is an emerging technique that improves the model efficiency by adjusting the network architecture on-demand according to the sample characteristics during inference. In this paper, we propose a DyNN-based resource management method for MEC that dynamically adjusts the depth and width of the NN according to the features of the task, improving computational efficiency and achieving a balance between inference delay and the management performance of computational and communication resources. Furthermore, to reduce the training cost of DyNN, a new training method is proposed in this paper, where all the blocks in DyNN are gradually trained in the order of size. Simulation results demonstrate that the proposed DyNN-based resource management method outperforms the traditional optimization algorithm and the static-NN-based method.","2332-7731","","10.1109/TCCN.2023.3346824","National Key Research and Development Program of China(grant numbers:2020YFB1807700); National Natural Science Foundation of China (NSFC)(grant numbers:62071356); Fundamental Research Funds for the Central Universities, and the Innovation Fund of Xidian University(grant numbers:YJSJ23012); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10373580","Mobile edge computing;inference delay;dynamic neural network;training cost","Delays;Task analysis;Artificial neural networks;Resource management;Training;Inference algorithms;Heuristic algorithms","","3","","33","IEEE","25 Dec 2023","","","IEEE","IEEE Journals"
"Intelligent Hierarchical NOMA-Based Network Slicing in Cell-Free RAN for 6G Systems","F. Ye; J. Li; P. Zhu; D. Wang; X. You","National Mobile Communications Research Laboratory, Southeast University, Nanjing, China; National Mobile Communications Research Laboratory, Southeast University, Nanjing, China; National Mobile Communications Research Laboratory, Southeast University, Nanjing, China; National Mobile Communications Research Laboratory, Southeast University, Nanjing, China; National Mobile Communications Research Laboratory, Southeast University, Nanjing, China",IEEE Transactions on Wireless Communications,"9 May 2024","2024","23","5","4724","4737","In order to cope with the demand of explosively increasing service diversity and quality, network slicing has become the key technology of next-generation mobile communication. Mobile edge computing (MEC) can provide multi-dimensional resources and network functions at the edge of the network and reduce the delay of wireless networks. At the same time, non-orthogonal multiple access (NOMA) allows traffic to share resources and improve the spectral efficiency and energy efficiency of wireless networks. In this paper, we propose a hierarchical NOMA-based network slicing architecture in the 6G novel full-spectrum scalable cell-free radio access network with MECs and conduct joint allocation of communication, computing and caching resources at different resource granularity to meet the requirements of latency-critical applications with different latency. In order to realize the hierarchical joint resource allocation to improve system efficiency, we propose to address the optimal computing resource allocation and cache placement problem firstly through conventional optimization methods to reduce the action space and then use the multi-agent deep reinforcement learning algorithm for solving other complex coupling strategies. Simulation results further verify the effectiveness of the proposed intelligent network slicing scheme.","1558-2248","","10.1109/TWC.2023.3321717","National Key Research and Development Program of China(grant numbers:2020YFB1806600); National Natural Science Foundation of China (NSFC)(grant numbers:61971127); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10278091","Network slicing;NOMA;MEC;cell-free radio access network;deep reinforcement learning","Resource management;Network slicing;NOMA;Computer architecture;Computational modeling;Task analysis;Quality of service","","3","","44","IEEE","10 Oct 2023","","","IEEE","IEEE Journals"
"Optimization Techniques for Reconfigurable Intelligent Surfaces in 6G","M. Dheshmuk; S. B. Kumbalavati","Dept. of Electronics and Communication, Basaveshwar Engineering College, Bagalkote; Dept. of Electronics and Communication Engineering, Basaveshwar Engineering College, Bagalkote Affiliated to Visvesvaraya Technological University, Belagavi",2024 5th International Conference on Electronics and Sustainable Communication Systems (ICESC),"2 Oct 2024","2024","","","772","776","The new age digital services and applications, deeper penetration of smartphones, billions of devices getting associated to internet has increased the hunger for high-speed data. This demand will keep exploding, rise exponentially as the days progresses ahead. In order to satisfy the soaring data traffic demands, communication has evolved all the way from 1G to 5G i.e. from first generation to fifth generation. After a span of few years, there will be a migration to sixth generation (6G). Several innovative techniques are expected to be part of 6G, though the specifications are not yet laid out. In this paper, several research areas of 6G are discussed like artificial intelligence, Reconfigurable Intelligent Surfaces (RIS), Quantum communication, channel estimation. Reconfigurable intelligent surfaces have a very prominent role to play in 6G. A survey of most recent works found in literature is done and the challenges involved in deploying RIS, future research outlook in RIS has been discussed.","2996-5357","979-8-3503-7994-5","10.1109/ICESC60852.2024.10690066","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10690066","Reconfigurable Intelligent Surfaces (RIS);Sixth Generation (6G);Artificial Intelligence;Wireless Information and Energy Transfer (WIET);Non-Orthogonal multiple access (NOMA);Joint Communication and Sensing (JCAS)","6G mobile communication;Surveys;Energy exchange;Channel estimation;Reconfigurable intelligent surfaces;Sensors;Artificial intelligence;Smart phones;Optimization;Quantum communication","","","","34","IEEE","2 Oct 2024","","","IEEE","IEEE Conferences"
"Explainable AI for 6G Use Cases: Technical Aspects and Research Challenges","S. Wang; M. A. Qureshi; L. Miralles-Pechuán; T. Huynh-The; T. R. Gadekallu; M. Liyanage","School of Computer Science, University College Dublin, Dublin 4, Ireland; ADAPT Centre, Explainable Analytics Group, Faculty of Business, Technological University Dublin, Dublin 2, Ireland; School of Computing, Technological University Dublin, Dublin 7, Ireland; Department of Computer and Communications Engineering, Ho Chi Minh City University of Technology and Education, Ho Chi Minh City, Vietnam; Division of Research and Development, Lovely Professional University, Phagwara, India; School of Computer Science, University College Dublin, Dublin 4, Ireland",IEEE Open Journal of the Communications Society,"1 May 2024","2024","5","","2490","2540","Around 2020, 5G began its commercialization journey, and discussions about the next-generation networks (such as 6G) emerged. Researchers predict that 6G networks will have higher bandwidth, coverage, reliability, energy efficiency, and lower latency, and will be an integrated “human-centric” network system powered by artificial intelligence (AI). This 6G network will lead to many real-time automated decisions, ranging from network resource allocation to collision avoidance for self-driving cars. However, there is a risk of losing control over decision-making due to the high-speed, data-intensive AI decision-making that may go beyond designers’ and users’ comprehension. To mitigate this risk, explainable AI (XAI) methods can be used to enhance the transparency of the black-box AI decision-making process. This paper surveys the application of XAI towards the upcoming 6G age, including 6G technologies (such as intelligent radio and zero-touch network management) and 6G use cases (such as industry 5.0). Additionally, the paper summarizes the lessons learned from recent attempts and outlines important research challenges in applying XAI for 6G use cases soon.","2644-125X","","10.1109/OJCOMS.2024.3386872","European Commission in SPATIAL(grant numbers:101021808); Academy of Finland in 6Genesis(grant numbers:318927); Science Foundation Ireland through CONNECT Phase 2 Project(grant numbers:13/RC/2077_P2); ADAPT Centre Phase 2 Project(grant numbers:13/RC/2106_P2); Industry Fellowship(grant numbers:21/IRDIF/9839); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10499970","B5G;6G;AI;XAI;explainability","6G mobile communication;Artificial intelligence;5G mobile communication;Explainable AI;Resource management;Security;Closed box","","15","","303","CCBYNCND","16 Apr 2024","","","IEEE","IEEE Journals"
"Big Data Analytics Model Using Artificial Intelligence (AI) and 6G Technologies for Healthcare","I. Ahmad Khan; A. Salam; F. Ullah; F. Amin; S. Tabrez; S. Faisal; G. Sang Choi","Department of Computer Science, Bacha Khan University, Charsadda, Pakistan; Department of Computer Science, Abdul Wali Khan University, Mardan, Pakistan; Department of Computer Science, Bacha Khan University, Charsadda, Pakistan; School of Computer Science and Engineering, Yeungnam University, Gyeongsan, Republic of Korea; Department of Computer Science, Bacha Khan University, Charsadda, Pakistan; Department of Computer Science, Abdul Wali Khan University, Mardan, Pakistan; School of Computer Science and Engineering, Yeungnam University, Gyeongsan, Republic of Korea",IEEE Access,"19 Jul 2024","2024","12","","97924","97937","Artificial Intelligence (AI) and 6G technologies promise to revolutionize the healthcare domain by enhancing the accuracy and diagnosis the patient monitoring in a real-time environment. The integration of AI and 6G technologies holds substantial promise for transforming healthcare systems. AI’s capabilities in complex data analysis, combined with the high speed and reliable 6G networks significantly improve the healthcare domain. However, the integration and application aspects of both technologies are still evolving. Thus, to fill this gap. Herein, we propose an advanced big data analytics model. Our proposed model has several phases, for instance, data collection, data selection and preprocessing, and analytical phase. Each phase has different functions applied to the preprocessed data and finally, the results are shown to the user. We have carried out several experiments and the network performance and efficiency are measured in terms of latency throughput and reliability (in terms of error rate). The achieved experimental result validate that the proposed model processed a large amount of data in a very short time. The reliability of the proposed model is better than earlier models and the execution time is efficient and also applicable in healthcare.","2169-3536","","10.1109/ACCESS.2024.3427333","Basic Science Research Program through the National Research Foundation of Korea (NRF); Ministry of Education(grant numbers:NRF-2021R1A6A1A03039493); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10596294","Big data;artificial intelligence;6G technology;telemedicine","Artificial intelligence;Medical services;6G mobile communication;Data models;Analytical models;Big Data;Real-time systems;Telemedicine;Medical services","","1","","28","CCBYNCND","12 Jul 2024","","","IEEE","IEEE Journals"
"Quality of AI Service Assurance in 6G Native Artificial Intelligence Networks","Q. Wang; M. Hua; T. Chen; G. Liu; J. Deng; N. Li","China Mobile Research Institute, Beijing, China; China Mobile Research Institute, Beijing, China; ZGC Institute of Ubiquitous-X Innovation and Applications, Beijing, China; ZGC Institute of Ubiquitous-X Innovation and Applications, Beijing, China; ZGC Institute of Ubiquitous-X Innovation and Applications, Beijing, China; ZGC Institute of Ubiquitous-X Innovation and Applications, Beijing, China","2024 IEEE International Conference on Sensing, Diagnostics, Prognostics, and Control (SDPC)","15 Oct 2024","2024","","","70","75","In 6G, the proliferation of artificial intelligence (AI) applications requires networks to provide ubiquitous AI services, as well as communication, computation, connection and data resources. Network slicing enables network to be divided into logically isolated slices that share underlying resources and are customized to meet the different quality of AI service (QoAIS) requirements of a large number of users. State-of-the-art proposals have not taken into account the match between user QoAIS requirements and actual network capabilities. Besides, due to the time-varying states and huge operating spaces, users may suffer from violations of service level agreements. This paper first introduces a novel QoAIS mapping method, and then optimizes resource allocation and AI services orchestration for network slicing to guarantee QoAIS requirements. Finally, taking advantages of both the Markov decision process (MDP) and deep deterministic policy gradient (DDPG), a MDP-based DDPG algorithm is designed. Simulation results reveal that the proposed algorithm can effectively reduce latency and energy consumption compared with benchmarks.","","979-8-3503-8885-5","10.1109/SDPC62810.2024.10707758","National Key R&D Program of China(grant numbers:2022YFB29021 00); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10707758","6G;native AI;federated learning;transfer learning;quality of AI service","6G mobile communication;Energy consumption;Network slicing;Simulation;Markov decision processes;Sensors;Resource management;Proposals;Artificial intelligence;Service level agreements","","","","10","IEEE","15 Oct 2024","","","IEEE","IEEE Conferences"
"Beyond Complexity Limits: Machine Learning for Sidelink-Assisted mmWave Multicasting in 6G","N. Chukhno; O. Chukhno; S. Pizzi; A. Molinaro; A. Iera; G. Araniti","Tampere University, Tampere, Finland; DIIES Department, University Mediterranea of Reggio Calabria, Reggio Calabria, Italy; DIIES Department, University Mediterranea of Reggio Calabria, Reggio Calabria, Italy; DIIES Department, University Mediterranea of Reggio Calabria, Reggio Calabria, Italy; CNIT, Parma, Italy; DIIES Department, University Mediterranea of Reggio Calabria, Reggio Calabria, Italy",IEEE Transactions on Broadcasting,"16 Sep 2024","2024","70","3","1076","1090","The latest technological developments have fueled revolutionary changes and improvements in wireless communication systems. Among them, mmWave spectrum exploitation stands out for its ability to deliver ultra-high data rates. However, its full adoption beyond fifth generation multicast systems (5G+/6G) remains hampered, mainly due to mobility robustness issues. In this work, we propose a solution to address the problem of efficient sidelink-assisted multicasting in mobile multimode systems, specifically by considering the possibility of jointly utilizing sidelink/device-to-device (D2D), unicast, and multicast transmissions to improve service delivery. To overcome the complexity problem in finding the optimal solution for user-mode binding, we introduce a pre-optimization step called multicast group formation (MGF). Through a clustering technique based on unsupervised machine learning, MGF allows to reduce the complexity of solving the sidelink-assisted multiple modes mmWave (SA3M) problem. A detailed analysis of the impact of various system parameters on performance is conducted, and numerical evidence of the complexity/performance trade-off and its dependence on mobility patterns and user distribution is provided. Particularly, our proposed solution achieves a network throughput improvement of up to 32% over state-of-the-art schemes while ensuring the lowest computational time. Finally, the results demonstrate that an effective balance between power consumption and latency can be achieved through appropriate adjustments of transmit power and bandwidth.","1557-9611","","10.1109/TBC.2024.3382959","European Union’s Horizon 2020 Research and Innovation Programme under the Marie Skłodowska Curie Grant Agreement (A-WEAR: A network for dynamic wearable applications with privacy constraints)(grant numbers:813278); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10513425","6G;millimeter wave;multicast;unicast;sidelink;radio resource management;mobility;machine learning","Millimeter wave communication;Device-to-device communication;Multicast communication;Complexity theory;Unicast;Machine learning;Optimal scheduling","","1","","43","CCBYNCND","30 Apr 2024","","","IEEE","IEEE Journals"
"Digital-Twin-Driven End-to-End Network Slicing Toward 6G","M. Yaqoob; R. Trestian; M. Tatipamula; H. X. Nguyen","Middlesex University, London, U.K.; Middlesex University, London, U.K.; Ericsson Group Function Technologies and Architectures, Santa Clara, CA, USA; Middlesex University, London, U.K.",IEEE Internet Computing,"24 Apr 2024","2024","28","2","47","55","The diverse use-case requirements and strict expectations of latency on shared infrastructure, from future networks, calls for networking paradigms that can provide efficiency and flexibility. Network slicing is a network paradigm introduced with 5G, which is a key in realizing diverse service requirements and meeting expectations of future 6G networks. A network digital twin (NDT) model can benefit the management and orchestration of a network slicing lifecycle and provide a clear visual representation of the physical entities of a network slicing model while enabling experimentation with different resource allocation schemes without actually affecting the physical network. An NDT bridges the gap between the physical world and the digital world by having constant bidirectional communication. Hence, in this article, we make a case for NDTs as a key enabler of network slicing in 6G networks while integrating an artificial intelligence-based network slicing strategy to enable end-to-end quality-of-service provisioning.","1941-0131","","10.1109/MIC.2023.3332252","Engineering and Physical Sciences Research Council U.K.–India Future Networks Initiative(grant numbers:EP/W016524/1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10316185","","6G mobile communication;Artificial intelligence;Network slicing;Digital twins;Computer architecture;Virtualization;Telecommunication traffic;User centered design;Network slicing","","4","","15","IEEE","13 Nov 2023","","","IEEE","IEEE Magazines"
"An Automated Machine Learning Approach for 6G Radio Resource Allocation","R. Tirkey; P. Bhambu; B. N. Krishna Reddy","Department of Pharmacy, ARKA JAIN University, Jamshedpur, Jharkhand, India; Department of Computer Science and Engineering, Vivekananda Global University, Jaipur, India; Department of Management, School of Mangement - UG, JAIN (Deemed to be University), Bangalore, Karnataka, India",2024 15th International Conference on Computing Communication and Networking Technologies (ICCCNT),"4 Nov 2024","2024","","","1","6","this technical abstract examines an automated system gaining knowledge of the method for 6 G radio aid allocation. In 6G networks, the need for efficient, useful resource efficiency can be elevated due to the anticipated better statistics prices enabled by using the usage of mm Wave frequencies. To address this project, the authors suggest an automated device gaining knowledge of methods that could optimize radio aid allocation while also supplying flexibility in phrases of generation, architecture, and network parameters. The proposed approach is based totally on the simultaneous optimization of deep reinforcement mastering and conventional optimization algorithms. The middle idea is to leverage the benefits of each process to locate the greatest radio aid allocation scheme for exclusive deployment scenarios. The authors also examine the performance advantages of their technique in a simulated 6 G community in the evaluation of existing techniques. The outcomes display that the proposed technique is capable of improving system throughput and providing latency profits by way of as much as 5% and eight% respectively. For this reason, this automated machine learning technique may be a promising answer for radio useful resource allocation in 6G networks.","2473-7674","979-8-3503-7024-9","10.1109/ICCCNT61001.2024.10725181","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10725181","Statistics;Frequencies;Parameters;Algorithms;Reinforcement;Optimization;Architecture","6G mobile communication;Knowledge engineering;Computer architecture;Throughput;Resource management;Optimization","","","","12","IEEE","4 Nov 2024","","","IEEE","IEEE Conferences"
"Optimization Design in RIS-Assisted Integrated Satellite-UAV-Served 6G IoT: A Deep Reinforcement Learning Approach","M. Wu; K. Guo; X. Li; A. Nauman; K. An; J. Wang","Space Engineering University, China; Space Engineering University, China; Henan Polytechnic University, China; Yeungnam University, South Korea; National University of Defense Technology, China; Central China Normal University, China",IEEE Internet of Things Magazine,"11 Jan 2024","2024","7","1","12","18","Satellite networks have been emerged as a critical part of the next-generation wireless networks. However, the high transmission latency, highly dynamic channel conditions and energy resource constraints of Internet of Things (IoT) devices pose a challenge to performance improvements. To tackle above issues, technologies such as integrated satellite-unmanned aerial vehicle-terrestrial networks (IS-UAV-TNs), deep reinforcement learning (DRL), reconfigurable intelligent surface (RIS) are highly anticipated in 6G IoT. In this article, we consider the application of RIS to IS-UAV-TNs to reshape wireless channels by controlling the phase shift of the scattering elements. The dynamic configuration of the RIS reflection unit poses a high-dimensional problem, making beamforming optimization challenging. We focus on discussing the optimization method of integrating DRL in RIS-assisted IS-UAV-TNs, which offers flexibility in scenarios where precise channel state information (CSI) is unknown. To illustrate the advantage of the DRL framework in RIS-assisted IS-UAV-TNs, we design a representative communication scenario, where the results are provided according to the considered scenario. Finally, potential future research directions and challenges are presented.","2576-3199","","10.1109/IOTM.001.2300111","National Science Foundation of China(grant numbers:62001517,62101205); Natural Science Foundation of Hubei Province(grant numbers:2021CFB248); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10397572","","Deep learning;6G mobile communication;Satellites;Array signal processing;Wireless networks;Scattering;Reinforcement learning","","8","","15","IEEE","11 Jan 2024","","","IEEE","IEEE Magazines"
"Semantic Communication: Implication for Resource Optimization in 6G Networks","S. Sharif; F. Khandaker; W. Ejaz","Dept. of Electrical Engineering, Lakehead University, Barrie, ON, Canada; Dept. of Comp. Science & Technology, Algoma University, Brampton, ON, Canada; Dept. of Electrical Engineering, Lakehead University, Barrie, ON, Canada",2024 IEEE International Conference on Advanced Telecommunication and Networking Technologies (ATNT),"23 Oct 2024","2024","1","","1","4","This paper explores the evolution of communication systems, highlighting the transition from traditional methods to digital forms with the introduction of Semantic Communication (SemCom). We examine SemCom's role in enhancing efficiency in 6G networks by optimizing resource usage. We present a case study as a practical implication of SemCom in traffic management, specifically its use in prioritizing emergency vehicles in smart traffic systems. Additionally, we identify key areas for future research, including inference approaches, resource optimization, AI integration, and data security within SemCom. Our analysis underscores the potential of SemCom to revolutionize communication systems and its critical role in developing next-generation networks.","","979-8-3503-5350-1","10.1109/ATNT61688.2024.10719121","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10719121","Internet of Things (IoT);resource optimization;semantic communication;traditional communication;6G network","6G mobile communication;Data security;Real-time systems;Safety;Time factors;Telecommunication network reliability;Resource management;Internet of Things;Optimization;Next generation networking","","","","15","IEEE","23 Oct 2024","","","IEEE","IEEE Conferences"
"A Novel Approach for Scalable and Sustainable 6G Networks","L. Blanco; E. Zeydan; S. Barrachina-Muñoz; F. Rezazadeh; L. Vettori; J. Mangues-Bafalluy","Space and Resilient Communications and Systems (SRCOM) Research Unit, Centre Tecnològic de Telecomunicacions de Catalunya (CTTC/CERCA), Barcelona, Spain; Services as Networks (SaS) Research Unit, Centre Tecnològic de Telecomunicacions de Catalunya (CTTC/CERCA), Barcelona, Spain; Services as Networks (SaS) Research Unit, Centre Tecnològic de Telecomunicacions de Catalunya (CTTC/CERCA), Barcelona, Spain; Services as Networks (SaS) Research Unit, Centre Tecnològic de Telecomunicacions de Catalunya (CTTC/CERCA), Barcelona, Spain; Packet Optical Networks and Services (PONS) Research Unit, Centre Tecnològic de Telecomunicacions de Catalunya (CTTC/CERCA), Barcelona, Spain; Services as Networks (SaS) Research Unit, Centre Tecnològic de Telecomunicacions de Catalunya (CTTC/CERCA), Barcelona, Spain",IEEE Open Journal of the Communications Society,"27 Mar 2024","2024","5","","1673","1692","Hierarchical, distributed, scalable and Artificial Intelligence (AI)-based management of a massive number of network slices in different domains with the goal of zero-touch management is a major challenge for 6G networks. In this paper, we first propose a new vision for distributed network management and orchestration based on existing standardization architectures. This vision aims to embed AI/Machine Learning (ML) into the AI/ML architectures of Standardization Development Organizations (SDOs) such as the 3rd Generation Partnership Project (3GPP), the European Telecommunications Standards Institute (ETSI) and the International Telecommunication Union (ITU). Our second contribution is a numerical comparison of the benefits of the proposed distributed management and orchestration approach in terms of energy savings through Federated Learning (FL). The experimental topology includes a sophisticated infrastructure with VR streaming clients and servers, a monitoring system (MS), core network elements, aggregation server for federated learning (FL) and analytics engines (AEs). The deployment uses Kubernetes (K8s) and a top orchestrator that works together with an AI/ML model tailored to the envisioned use case. Experimental studies emulating the demanding Virtual Reality (VR) video streaming have demonstrated the effectiveness of the MonB5G framework in optimizing resource management, reducing overhead and improving energy efficiency. In particular, when convergence is achieved, the monitoring overhead is reduced by more than 11 times compared to the centralised SLA-constrained algorithm, along with data-driven management systems. This led to a more than 10-fold improvement in energy efficiency. At the end of the paper, we also discuss experimental results, VR video streaming specific challenges, scalability considerations and lessons learned throughout the implementation.","2644-125X","","10.1109/OJCOMS.2024.3372426","H2020 MonB5G Project(grant numbers:871780); Spanish Ministry of Economy and Competitiveness (MINECO)—Program UNICO I+D(grant numbers:TSI-063000-2021-54,TSI-063000-2021-55); “ERDF A way of making Europe” Project funded by MCIN/AEI/10.13039/501100011033(grant numbers:PID2021-126431OB-I00); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10457850","Cloud native;monitoring;decision making;artificial intelligence;network management","Cloud computing;Computer architecture;Streaming media;Monitoring;Energy efficiency;6G mobile communication;3GPP","","2","","49","CCBYNCND","1 Mar 2024","","","IEEE","IEEE Journals"
"Improved Resource Allocation in 6G Networks Through Artificial Intelligence","R. Gupta; P. Kumar Sagar; S. Malhotra; K. Kulshreshtha","Computer Science & Engineering, SRM Institute of Science and Technology, Modinagar, UP, India; Computer Science & Engineering, Raj Kumar Goel Institute of Technology, Ghaziabad, UP, India; Computer Science & Engineering, Graphic Era Hill University, Dehradun, Uttarakhand, India; Department of Computer Engineering & Applications, GLA University, Mathura, Up, India",2024 2nd International Conference on Disruptive Technologies (ICDT),"11 Apr 2024","2024","","","1208","1213","This paper proposes a unique resource allocation technique for 6G networks the use of synthetic intelligence (AI). To assist the evolution of cellular networks, aid allocation mechanisms must be designed to successfully allocate network assets and assist the large wide variety of to be had offerings. Thus far, this has been implemented with the aid of traditional algorithms which possess an upper restrict on their talents. AI-based useful resource allocation offers superior adaptively and scalability to such algorithms, through gaining knowledge of from historic records and feedback from the person terminals. On this paper, an improved aid allocation algorithm primarily based on the integration of AI technology is proposed, underneath the perspective of optimizing both electricity performance and network overall performance. The proposed set of rules relies on a deep Q-learning framework, taking gain from deep neural networks to dynamically examine the most reliable resource allocation strategy. Simulation consequences display an improvement in network performance and energy performance in comparison to traditional optimization schemes.","","979-8-3503-7105-5","10.1109/ICDT61202.2024.10489785","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10489785","propose;technique;mechanisms;dynamically;schemes","6G mobile communication;Performance evaluation;Q-learning;System performance;Scalability;Heuristic algorithms;Resource management","","","","27","IEEE","11 Apr 2024","","","IEEE","IEEE Conferences"
